id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2025-00632,2025-03-22,Hualpen,camion_ligero,14.4,7.79,3,17,0.3315,2695.0,0.985
2025-00263,2025-03-22,Talcahuano,camion_ligero,14.1,7.36,2,6,0.5008,2318.0,0.803
2025-00865,2025-03-22,Penco,camion_ligero,31.0,5.39,4,19,,5394.0,1.564
2025-00454,2025-03-23,Arauco,moto,54.88,19.52,4,13,,8097.0,1.875
2025-00593,2025-03-23,Lota,furgon,20.77,26.54,8,10,,5021.0,1.057
2025-00505,2025-03-23,Penco,furgon,3.36,7.49,1,11,0.7927,437.0,0.15
2025-01235,2025-03-23,San Pedro de la Paz,moto,16.7,4.26,7,17,0.5137,3436.0,0.888
2025-00807,2025-03-23,Cabrero,moto,115.19,7.11,3,6,,14612.0,3.272
2025-00217,2025-03-23,Curanilahue,moto,48.9,58.53,4,19,,8330.0,2.109
2025-00136,2025-03-23,Penco,moto,12.86,30.43,8,11,0.5428,3147.0,0.781
2025-00596,2025-03-24,Florida,furgon,10.98,33.23,5,19,,3155.0,0.703
2025-00274,2025-03-24,Chiguayante,moto,21.25,8.01,1,19,0.6392,3955.0,1.01
2025-00071,2025-03-24,Chiguayante,furgon,14.24,22.91,6,18,0.5843,3469.0,1.045
2025-00822,2025-03-24,Talcahuano,furgon,16.52,22.98,2,9,0.8637,4585.0,0.991
2025-01317,2025-03-25,Nacimiento,moto,75.59,78.5,1,13,0.6224,11497.0,2.395
2025-00148,2025-03-25,Lota,camion_ligero,6.64,26.29,8,7,,3174.0,0.437
2025-00648,2025-03-25,Tome,furgon,12.04,19.91,8,12,0.6254,3746.0,0.937
2025-00680,2025-03-25,Lota,moto,8.11,8.99,8,9,0.453,4820.0,1.001
2025-00009,2025-03-25,Yumbel,camion_ligero,47.19,2.35,7,10,0.8855,8550.0,1.986
2025-01329,2025-03-25,Santa Juana,moto,17.91,56.18,1,11,,3529.0,0.725
2025-00890,2025-03-26,Lota,furgon,24.01,39.97,1,12,1.0,4716.0,0.878
2025-00395,2025-03-26,Los Angeles,furgon,67.75,45.17,7,11,,12108.0,2.881
2025-00045,2025-03-26,San Pedro de la Paz,moto,19.41,6.05,1,15,0.3612,2890.0,0.468
2025-01148,2025-03-26,Yumbel,furgon,42.81,7.5,6,19,,7928.0,1.979
2025-01075,2025-03-26,Hualpen,furgon,18.06,28.43,2,11,0.6092,2754.0,0.611
2025-01293,2025-03-27,Los Angeles,moto,72.99,18.78,2,8,,11596.0,2.889
2025-00154,2025-03-27,Yumbel,furgon,80.39,13.2,2,10,,10901.0,2.647
2025-00974,2025-03-28,Tome,furgon,26.16,8.14,6,7,0.4273,6286.0,1.581
2025-00968,2025-03-28,Tome,moto,26.03,7.9,6,6,0.522,4792.0,1.179
2025-01215,2025-03-29,Lota,furgon,13.92,24.55,8,16,,3563.0,0.861
2025-01118,2025-03-29,San Pedro de la Paz,moto,8.07,10.22,4,13,0.4568,325.0,0.15
2025-00670,2025-03-29,Lota,camion_ligero,25.45,29.69,1,8,0.7214,7580.0,1.683
2025-00780,2025-03-29,Florida,camion_ligero,17.08,6.1,5,13,0.8519,3257.0,0.898
2025-01000,2025-03-29,Hualpen,moto,19.25,64.55,5,14,,2931.0,0.789
2025-00413,2025-03-30,Chiguayante,furgon,9.99,19.89,3,15,0.4437,1704.0,0.424
2025-00705,2025-03-30,Talcahuano,moto,17.52,12.63,8,15,0.3224,3422.0,0.789
2025-00732,2025-03-30,Hualqui,camion_ligero,22.65,79.76,2,7,0.7855,5125.0,1.413
2025-00057,2025-03-30,Nacimiento,furgon,51.18,38.15,4,7,,9585.0,2.302
2025-00116,2025-03-30,Nacimiento,furgon,12.8,4.82,5,18,,4114.0,0.92
2025-00544,2025-03-30,Penco,furgon,13.05,25.27,8,18,0.5107,5494.0,1.044
2025-00817,2025-03-31,Santa Juana,furgon,23.59,16.64,1,10,0.7795,2412.0,0.522
2025-00290,2025-03-31,Coronel,furgon,19.55,13.52,8,10,,3455.0,0.994
2025-00097,2025-03-31,Santa Juana,furgon,20.32,8.21,3,15,0.5363,4285.0,0.865
2025-00744,2025-04-01,Laja,furgon,78.37,12.83,7,12,,10925.0,2.547
2025-00881,2025-04-01,Arauco,furgon,45.75,16.1,8,8,0.5332,10380.0,2.467
2025-00404,2025-04-01,San Pedro de la Paz,camion_ligero,20.15,9.58,6,6,0.9422,4631.0,1.256
2025-01049,2025-04-01,Coronel,moto,14.82,21.76,5,7,,3713.0,0.844
2025-01236,2025-04-01,Laja,moto,58.86,24.36,3,15,0.8241,6477.0,1.848
2025-00056,2025-04-01,Concepcion,furgon,25.42,21.09,3,9,0.7914,3687.0,0.893
2025-01024,2025-04-01,Nacimiento,furgon,100.25,12.95,2,8,,19211.0,4.072
2025-01160,2025-04-02,Curanilahue,furgon,63.27,19.22,1,15,,8682.0,2.145
2025-01219,2025-04-02,San Pedro de la Paz,furgon,13.19,58.59,2,14,0.9444,2258.0,0.456
2025-00874,2025-04-02,Arauco,moto,93.76,33.65,8,7,,14225.0,4.026
2025-00829,2025-04-03,Laja,furgon,51.37,22.48,2,16,0.7045,7501.0,1.701
2025-00101,2025-04-03,Coronel,camion_ligero,19.66,13.92,7,18,0.4504,5102.0,1.551
2025-00094,2025-04-03,Talcahuano,furgon,6.48,18.94,5,9,0.4425,3325.0,0.866
2025-00402,2025-04-03,Nacimiento,furgon,45.08,30.71,6,16,,7888.0,2.122
2025-00859,2025-04-03,Santa Juana,moto,23.39,22.51,3,10,0.6482,3874.0,1.014
2025-00082,2025-04-04,Talcahuano,furgon,13.7,23.69,2,15,0.6433,3803.0,0.681
2025-00658,2025-04-04,Laja,moto,73.26,25.88,1,15,,7193.0,1.96
2025-00002,2025-04-04,Penco,furgon,23.94,25.8,5,15,0.6815,4988.0,1.06
2025-00583,2025-04-05,Hualqui,furgon,25.68,5.48,8,18,0.5971,6343.0,1.361
2025-00471,2025-04-05,Laja,moto,21.5,49.27,7,11,,3663.0,0.886
2025-00113,2025-04-06,Talcahuano,moto,14.62,3.19,8,18,0.5756,4039.0,0.758
2025-00389,2025-04-06,Tome,camion_ligero,8.7,43.89,8,7,0.7492,3505.0,1.031
2025-01022,2025-04-07,Yumbel,furgon,69.59,25.97,6,7,,14636.0,3.524
2025-01216,2025-04-07,Arauco,camion_ligero,35.94,56.28,7,19,0.6526,9346.0,2.412
2025-01128,2025-04-07,Concepcion,moto,26.9,31.94,5,6,0.5156,4811.0,0.975
2025-00196,2025-04-07,San Pedro de la Paz,camion_ligero,14.53,50.44,2,18,0.4393,6207.0,1.157
2025-00503,2025-04-07,Tome,camion_ligero,22.25,28.41,5,19,0.5036,7521.0,1.664
2025-01112,2025-04-08,Talcahuano,moto,15.8,16.42,1,9,0.525,1657.0,0.502
2025-00717,2025-04-08,Hualqui,furgon,19.1,42.15,2,15,0.5928,2212.0,0.85
2025-01051,2025-04-08,Hualqui,furgon,17.17,26.03,3,12,0.7261,4941.0,0.973
2025-00838,2025-04-09,Curanilahue,furgon,60.64,35.27,1,16,,8834.0,2.149
2025-00848,2025-04-09,Chiguayante,moto,16.46,14.17,7,12,0.7072,2302.0,0.488
2025-01286,2025-04-10,Tome,furgon,13.9,7.83,1,18,0.7231,3865.0,0.74
2025-01256,2025-04-10,Nacimiento,furgon,63.48,25.46,8,17,,12301.0,3.021
2025-00007,2025-04-10,Coronel,moto,9.09,9.27,2,14,0.6606,2461.0,0.551
2025-00606,2025-04-10,Penco,furgon,8.16,31.85,1,12,0.5233,1036.0,0.506
2025-00913,2025-04-11,Arauco,furgon,40.86,23.6,4,8,,8925.0,2.2
2025-00206,2025-04-11,Nacimiento,moto,27.48,24.03,6,9,,4925.0,1.168
2025-00016,2025-04-11,Lebu,moto,48.81,14.19,1,12,,4373.0,1.072
2025-00331,2025-04-11,Tome,furgon,16.56,33.05,8,8,0.8034,4505.0,1.198
2025-01340,2025-04-11,Chiguayante,furgon,11.01,23.73,3,13,0.5318,2961.0,0.789
2025-01357,2025-04-12,Nacimiento,moto,55.94,23.36,8,14,,7363.0,2.025
2025-00934,2025-04-12,Florida,furgon,21.3,2.21,7,16,,4813.0,1.038
2025-00936,2025-04-12,Concepcion,furgon,16.19,8.17,2,7,0.4647,2758.0,0.645
2025-01239,2025-04-12,Arauco,moto,88.32,8.16,1,8,,15867.0,3.322
2025-00174,2025-04-12,Cabrero,moto,60.12,10.27,5,14,,7832.0,1.941
2025-00439,2025-04-12,Los Angeles,furgon,69.19,42.0,8,6,,10953.0,2.986
2025-01232,2025-04-13,Curanilahue,furgon,75.43,9.34,3,17,,15257.0,3.649
2025-00627,2025-04-13,Lebu,furgon,104.26,17.22,8,15,,17183.0,3.593
2025-00815,2025-04-13,Santa Juana,moto,30.89,27.38,5,11,,5842.0,1.376
2025-00411,2025-04-13,Coronel,furgon,13.43,27.3,2,8,0.7025,4564.0,0.756
2025-01362,2025-04-14,San Pedro de la Paz,moto,27.29,27.91,8,8,0.6076,4863.0,1.37
2025-01289,2025-04-15,Santa Juana,furgon,12.29,10.71,2,8,0.6728,2612.0,0.742
2025-00252,2025-04-15,Talcahuano,moto,8.77,21.49,2,6,0.5323,3357.0,0.701
2025-00977,2025-04-15,Lebu,furgon,64.8,14.59,3,16,,10980.0,2.454
2025-00086,2025-04-15,San Pedro de la Paz,furgon,22.43,14.64,1,11,0.4685,3542.0,0.77
2025-00502,2025-04-16,Florida,moto,18.25,23.92,7,13,0.6855,3593.0,0.549
2025-00896,2025-04-16,Penco,furgon,14.11,5.4,2,16,,2105.0,0.577
2025-01067,2025-04-16,Chiguayante,moto,14.63,31.47,2,10,0.5957,2967.0,0.658
2025-01358,2025-04-16,Tome,furgon,23.63,14.25,8,14,0.8729,4875.0,1.231
2025-01081,2025-04-16,Santa Juana,moto,22.01,6.05,1,13,0.661,2030.0,0.547
2025-00664,2025-04-16,Chiguayante,camion_ligero,10.47,13.49,7,18,,4072.0,0.834
2025-01391,2025-04-17,Arauco,moto,59.57,8.46,8,14,,10042.0,2.224
2025-00079,2025-04-17,Los Angeles,furgon,51.64,11.21,7,6,,8418.0,2.1
2025-00200,2025-04-17,Coronel,camion_ligero,14.48,15.39,2,19,0.3248,3551.0,0.944
2025-00808,2025-04-17,Lota,camion_ligero,19.64,26.56,8,19,0.7311,5802.0,1.413
2025-01065,2025-04-18,Florida,furgon,8.48,27.41,4,10,0.899,750.0,0.159
2025-01203,2025-04-18,Chiguayante,furgon,19.65,10.61,8,13,0.6612,5176.0,0.92
2025-01044,2025-04-18,Penco,camion_ligero,14.05,3.0,5,12,0.7139,2870.0,0.942
2025-01272,2025-04-18,Nacimiento,camion_ligero,52.96,34.66,5,7,,14112.0,3.358
2025-00888,2025-04-18,Florida,moto,9.72,14.88,4,8,0.3739,1612.0,0.439
2025-01041,2025-04-19,Nacimiento,furgon,84.18,7.51,7,8,,12869.0,3.411
2025-00746,2025-04-19,Florida,moto,9.17,38.71,8,16,0.5591,4156.0,0.993
2025-01254,2025-04-19,Yumbel,camion_ligero,46.65,9.2,8,6,,9612.0,2.222
2025-00118,2025-04-19,Florida,moto,21.14,1.54,4,17,,5726.0,1.026
2025-00048,2025-04-19,Talcahuano,moto,9.49,14.79,3,11,0.2926,3564.0,0.856
2025-00144,2025-04-19,Hualqui,furgon,20.56,8.08,5,7,0.5966,4917.0,1.135
2025-01333,2025-04-20,Penco,furgon,21.51,18.03,6,9,0.7385,6899.0,1.502
2025-00499,2025-04-20,Santa Juana,camion_ligero,26.86,25.63,2,7,,6502.0,1.47
2025-00976,2025-04-20,Florida,moto,21.07,8.14,5,13,0.4906,4870.0,0.955
2025-00296,2025-04-20,Curanilahue,camion_ligero,40.99,3.22,8,14,,8019.0,2.093
2025-01117,2025-04-20,Concepcion,camion_ligero,19.1,5.64,1,18,0.5223,5163.0,1.036
2025-00970,2025-04-21,Chiguayante,furgon,23.41,2.34,2,16,0.609,4424.0,0.785
2025-00046,2025-04-22,Hualqui,camion_ligero,19.64,7.54,1,7,0.583,7876.0,1.551
2025-00232,2025-04-22,Hualqui,moto,25.03,16.48,5,17,1.0,4646.0,0.858
2025-01146,2025-04-22,Hualpen,camion_ligero,21.7,8.63,7,14,0.7054,4165.0,0.986
2025-00127,2025-04-22,Chiguayante,furgon,21.15,9.18,7,14,0.9522,2007.0,0.7
2025-01347,2025-04-23,Curanilahue,camion_ligero,47.35,7.26,3,6,,9693.0,2.077
2025-00549,2025-04-23,San Pedro de la Paz,furgon,13.26,50.78,6,6,0.4815,5638.0,1.076
2025-01061,2025-04-23,Laja,moto,50.94,13.19,6,10,0.7736,6867.0,1.72
2025-00837,2025-04-23,Cabrero,camion_ligero,50.75,7.86,7,11,,9892.0,2.341
2025-00340,2025-04-24,Talcahuano,furgon,12.22,23.36,5,15,0.6766,2882.0,0.784
2025-00332,2025-04-26,Nacimiento,furgon,92.13,23.84,4,10,0.469,13647.0,3.487
2025-00986,2025-04-26,Yumbel,furgon,57.3,36.67,4,19,,11464.0,2.828
2025-01192,2025-04-26,Curanilahue,furgon,36.66,4.25,3,19,,9398.0,1.945
2025-00346,2025-04-26,Lota,furgon,19.31,36.79,3,12,0.6273,2571.0,0.581
2025-01318,2025-04-26,Concepcion,furgon,21.83,27.5,3,6,0.7995,4746.0,0.999
2025-00060,2025-04-26,Talcahuano,camion_ligero,7.39,24.86,3,17,0.6594,1881.0,0.409
2025-01363,2025-04-26,Cabrero,furgon,60.06,10.61,4,13,,7483.0,2.035
2025-00129,2025-04-27,Florida,furgon,15.52,8.07,4,14,0.702,2967.0,0.686
2025-00731,2025-04-27,Coronel,camion_ligero,23.21,12.75,5,16,0.8804,5145.0,1.121
2025-01208,2025-04-27,Penco,furgon,20.32,39.36,7,15,0.8705,5650.0,0.937
2025-00225,2025-04-27,Coronel,moto,15.12,5.71,4,8,0.5615,2583.0,0.702
2025-00786,2025-04-27,Curanilahue,furgon,57.23,5.85,1,11,0.6872,6884.0,1.908
2025-00417,2025-04-27,Penco,moto,19.56,29.9,5,18,0.7737,5861.0,0.905
2025-00685,2025-04-27,Penco,furgon,21.21,18.86,6,8,,6918.0,1.441
2025-00193,2025-04-28,Penco,furgon,16.07,17.59,1,7,0.4313,4509.0,0.905
2025-00424,2025-04-28,Cabrero,camion_ligero,39.35,18.9,6,17,,10003.0,2.499
2025-00722,2025-04-29,Tome,furgon,6.0,24.53,1,15,0.6318,1537.0,0.286
2025-00526,2025-04-29,Hualqui,camion_ligero,11.21,32.03,6,14,0.8353,3488.0,0.8
2025-00730,2025-04-29,Coronel,furgon,15.61,26.5,6,8,0.6778,3537.0,0.819
2025-01052,2025-04-29,Cabrero,furgon,71.7,27.17,8,18,,15719.0,3.943
2025-00459,2025-04-30,Arauco,moto,84.4,25.23,1,10,,10218.0,2.578
2025-00949,2025-04-30,Talcahuano,moto,21.79,34.6,7,11,0.4795,5435.0,1.211
2025-01360,2025-04-30,Lota,moto,22.97,8.37,6,9,0.9393,3552.0,1.083
2025-00236,2025-04-30,Arauco,camion_ligero,47.35,1.88,4,9,,12153.0,2.784
2025-00034,2025-04-30,Curanilahue,furgon,81.82,21.09,8,14,,14603.0,3.403
2025-00960,2025-05-01,Curanilahue,furgon,89.58,31.97,7,13,,15375.0,3.429
2025-00362,2025-05-01,Lota,moto,26.12,11.87,7,12,0.7332,4512.0,1.03
2025-00933,2025-05-01,Yumbel,furgon,4.5,7.83,3,10,,2026.0,0.4
2025-00945,2025-05-01,Lota,furgon,20.41,32.28,1,16,0.4711,3942.0,0.775
2025-00772,2025-05-02,Hualqui,furgon,31.26,22.74,7,10,0.7602,5791.0,1.438
2025-01202,2025-05-02,Penco,moto,10.16,19.25,1,16,,1445.0,0.15
2025-00028,2025-05-03,Hualpen,furgon,10.33,30.25,7,12,0.8023,2185.0,0.458
2025-01331,2025-05-04,San Pedro de la Paz,moto,28.32,43.31,1,17,,5620.0,1.1
2025-00409,2025-05-04,Lota,moto,21.39,32.71,5,8,0.6776,6002.0,1.317
2025-01027,2025-05-04,San Pedro de la Paz,furgon,15.98,18.71,2,17,,4231.0,1.091
2025-00221,2025-05-04,Yumbel,moto,43.26,12.97,2,7,0.3622,8177.0,1.884
2025-00285,2025-05-05,Concepcion,moto,26.13,16.69,3,18,0.3641,5700.0,1.274
2025-00017,2025-05-05,San Pedro de la Paz,furgon,10.04,16.01,7,10,0.6405,2838.0,0.414
2025-00415,2025-05-06,Tome,furgon,18.14,5.03,7,17,0.5964,4912.0,1.122
2025-01246,2025-05-06,Curanilahue,moto,97.69,9.51,4,18,,16180.0,3.672
2025-00294,2025-05-06,Arauco,furgon,89.86,3.17,8,9,,20945.0,5.012
2025-00391,2025-05-06,Coronel,furgon,26.14,33.85,3,8,0.7771,7420.0,1.595
2025-01309,2025-05-07,San Pedro de la Paz,furgon,16.62,12.34,7,19,0.6393,6367.0,1.509
2025-01388,2025-05-07,San Pedro de la Paz,moto,13.68,35.1,4,19,0.7224,1084.0,0.464
2025-01328,2025-05-07,Cabrero,furgon,67.86,39.48,4,16,,10961.0,2.569
2025-01243,2025-05-07,Penco,camion_ligero,25.48,31.52,1,13,0.7798,3312.0,1.043
2025-00029,2025-05-07,Nacimiento,furgon,39.81,31.13,7,15,0.5582,7507.0,1.871
2025-01223,2025-05-07,Hualpen,furgon,17.39,34.95,3,12,0.6342,3358.0,0.765
2025-00068,2025-05-07,Talcahuano,camion_ligero,25.71,27.45,7,19,0.3137,8654.0,2.064
2025-00234,2025-05-07,Nacimiento,moto,83.64,2.32,5,12,,8460.0,2.193
2025-00482,2025-05-07,Penco,furgon,19.73,2.03,4,11,0.6558,3858.0,0.855
2025-00806,2025-05-08,Laja,furgon,70.59,41.92,8,9,,15902.0,3.762
2025-01064,2025-05-08,Florida,furgon,18.79,28.93,3,8,0.7122,3113.0,1.068
2025-00212,2025-05-08,Yumbel,moto,69.25,22.31,1,7,,8177.0,2.571
2025-00142,2025-05-08,Talcahuano,moto,14.47,14.03,2,16,0.9285,1585.0,0.487
2025-00189,2025-05-08,Arauco,camion_ligero,72.4,30.22,6,6,,14235.0,3.647
2025-00922,2025-05-08,Lota,furgon,10.09,16.17,6,11,0.6044,3677.0,0.626
2025-00059,2025-05-08,Santa Juana,furgon,19.19,40.52,4,10,0.6746,5600.0,1.045
2025-01300,2025-05-09,Tome,furgon,22.22,76.48,8,7,0.4414,7288.0,1.714
2025-00706,2025-05-09,Los Angeles,furgon,98.71,1.52,1,15,,12646.0,3.127
2025-00456,2025-05-09,Nacimiento,moto,66.86,28.45,6,15,,10798.0,2.39
2025-00921,2025-05-09,Lota,furgon,22.21,8.94,8,8,0.6078,6688.0,1.345
2025-00371,2025-05-09,Lebu,furgon,68.08,15.13,3,8,0.784,12522.0,2.968
2025-00237,2025-05-10,Santa Juana,furgon,7.84,17.43,3,15,,1591.0,0.202
2025-01338,2025-05-10,Hualqui,furgon,11.45,16.07,1,6,0.5283,858.0,0.397
2025-00440,2025-05-11,Chiguayante,camion_ligero,17.96,12.94,5,17,0.6706,5076.0,1.032
2025-00191,2025-05-11,Lebu,camion_ligero,31.1,51.69,4,13,,6550.0,1.619
2025-01376,2025-05-11,Santa Juana,furgon,21.37,10.75,1,19,0.8076,4192.0,1.153
2025-00430,2025-05-12,Yumbel,furgon,51.43,23.01,8,11,,10482.0,2.396
2025-00795,2025-05-12,Chiguayante,furgon,13.7,35.54,7,10,0.7091,4519.0,0.974
2025-00652,2025-05-13,Tome,furgon,14.73,19.15,7,9,0.9497,2984.0,0.663
2025-00500,2025-05-13,Nacimiento,furgon,24.57,2.95,2,7,0.6748,4253.0,1.074
2025-00473,2025-05-13,Tome,camion_ligero,15.27,21.22,3,14,0.6004,3951.0,1.084
2025-01242,2025-05-13,Penco,furgon,16.31,39.45,8,13,0.9126,2341.0,0.654
2025-00928,2025-05-13,Los Angeles,furgon,59.99,30.37,2,13,,7572.0,1.641
2025-00058,2025-05-13,Tome,furgon,13.05,7.45,6,9,0.919,3699.0,0.824
2025-00114,2025-05-13,Curanilahue,moto,76.96,42.74,8,15,,12224.0,3.053
2025-01279,2025-05-14,Lebu,furgon,71.54,14.15,3,12,,10413.0,2.44
2025-00320,2025-05-14,Penco,furgon,10.08,11.38,4,19,0.4508,3163.0,0.705
2025-01315,2025-05-14,Yumbel,furgon,31.53,26.67,6,13,,6556.0,1.48
2025-00694,2025-05-14,Hualqui,furgon,13.58,16.16,1,16,,2148.0,0.753
2025-00862,2025-05-14,Curanilahue,furgon,40.83,23.62,5,17,,8882.0,2.253
2025-01124,2025-05-14,Cabrero,moto,87.26,25.56,7,12,,9452.0,2.695
2025-01035,2025-05-15,Santa Juana,furgon,23.34,16.2,3,6,,1878.0,0.716
2025-00492,2025-05-15,Santa Juana,camion_ligero,8.2,15.36,7,15,0.4989,4646.0,0.911
2025-00325,2025-05-15,Yumbel,furgon,45.68,10.84,2,10,0.609,7892.0,1.9
2025-01087,2025-05-16,Curanilahue,furgon,86.98,5.02,7,13,0.3131,18220.0,3.803
2025-00219,2025-05-16,Laja,camion_ligero,52.33,15.31,8,19,0.3109,13495.0,3.664
2025-01071,2025-05-16,Talcahuano,furgon,27.89,30.21,6,9,,6717.0,1.84
2025-01156,2025-05-16,San Pedro de la Paz,moto,17.76,6.28,7,17,0.9216,4662.0,1.009
2025-00835,2025-05-17,Cabrero,furgon,51.41,79.77,5,15,0.6789,10280.0,2.212
2025-00412,2025-05-17,Hualqui,furgon,22.37,21.37,4,7,0.4583,6713.0,1.617
2025-00775,2025-05-17,Penco,camion_ligero,22.56,18.92,4,18,0.6457,5778.0,1.195
2025-00825,2025-05-17,Santa Juana,furgon,20.83,21.71,5,8,0.8134,5368.0,1.147
2025-00704,2025-05-17,Hualqui,furgon,19.36,20.57,1,13,0.9123,2754.0,0.885
2025-00098,2025-05-18,Yumbel,furgon,61.12,9.0,2,19,,12867.0,2.786
2025-01078,2025-05-18,Arauco,furgon,76.3,69.35,4,7,0.7205,15931.0,3.431
2025-00799,2025-05-18,Hualqui,moto,23.4,21.11,2,9,0.9802,2708.0,0.773
2025-00462,2025-05-19,Chiguayante,furgon,15.47,11.06,7,18,0.9025,5008.0,1.082
2025-00480,2025-05-19,Los Angeles,furgon,25.81,22.68,5,15,0.3064,5864.0,1.324
2025-00233,2025-05-19,San Pedro de la Paz,furgon,10.72,39.44,2,12,0.705,3859.0,0.679
2025-01296,2025-05-19,Santa Juana,furgon,16.08,25.75,5,18,0.4238,4771.0,1.18
2025-01364,2025-05-19,Los Angeles,moto,55.32,17.42,8,8,0.8204,9181.0,2.239
2025-00714,2025-05-19,Hualqui,furgon,15.43,26.53,6,16,0.9095,3985.0,1.01
2025-00985,2025-05-19,Yumbel,moto,90.7,25.56,5,11,,13157.0,2.644
2025-00472,2025-05-20,Laja,furgon,64.36,22.99,1,11,,9674.0,2.502
2025-00539,2025-05-20,Concepcion,furgon,12.05,16.2,5,15,0.7021,2489.0,0.628
2025-00342,2025-05-21,Lebu,furgon,82.42,18.18,1,18,,14261.0,3.821
2025-00698,2025-05-21,Los Angeles,furgon,25.63,13.44,1,9,,6408.0,1.13
2025-00039,2025-05-21,Penco,furgon,21.06,22.79,6,9,0.367,6298.0,1.387
2025-00697,2025-05-21,Hualpen,furgon,22.43,14.65,2,13,0.4199,5317.0,1.252
2025-01101,2025-05-22,Hualpen,furgon,15.67,22.9,2,11,0.3223,4568.0,0.902
2025-01080,2025-05-22,Yumbel,moto,46.46,28.44,6,9,,9105.0,1.922
2025-00900,2025-05-22,Coronel,moto,24.94,18.1,1,12,0.7688,1619.0,0.419
2025-01050,2025-05-22,Hualqui,moto,12.37,18.5,7,15,0.5678,2882.0,0.78
2025-01297,2025-05-22,Hualpen,furgon,25.71,11.47,2,9,,6344.0,1.485
2025-00185,2025-05-23,Concepcion,furgon,12.82,23.15,5,10,0.5911,2001.0,0.651
2025-00990,2025-05-23,Yumbel,furgon,29.9,45.0,2,10,,3783.0,1.121
2025-00726,2025-05-24,Lebu,furgon,63.99,9.01,1,16,0.5992,9605.0,2.413
2025-01034,2025-05-24,Chiguayante,moto,4.61,14.94,1,10,0.3664,405.0,0.15
2025-00753,2025-05-24,Talcahuano,camion_ligero,23.75,17.87,1,18,0.4987,8649.0,1.688
2025-00106,2025-05-24,San Pedro de la Paz,camion_ligero,16.32,17.36,4,13,0.5217,5426.0,1.344
2025-00125,2025-05-25,Talcahuano,furgon,2.0,29.95,6,7,0.483,2693.0,0.404
2025-01066,2025-05-25,Lota,moto,20.66,13.04,5,9,0.7452,5962.0,1.062
2025-00419,2025-05-26,Penco,furgon,27.46,11.14,1,10,0.7281,4041.0,0.991
2025-01163,2025-05-26,Santa Juana,moto,13.82,56.42,7,17,,4468.0,1.151
2025-01381,2025-05-26,Curanilahue,furgon,74.05,23.86,7,18,0.381,16294.0,4.15
2025-01206,2025-05-26,Arauco,moto,29.13,13.66,5,16,0.6808,4685.0,1.024
2025-00577,2025-05-26,Lebu,moto,77.45,8.72,2,10,0.699,8976.0,2.119
2025-00999,2025-05-26,Tome,moto,19.78,10.18,5,14,,4838.0,0.91
2025-00087,2025-05-26,Lebu,furgon,21.04,32.86,5,19,,6145.0,1.347
2025-00489,2025-05-27,Arauco,moto,81.61,15.88,5,15,,9956.0,2.313
2025-00959,2025-05-27,Arauco,moto,65.71,11.72,8,14,,8990.0,2.205
2025-00215,2025-05-28,San Pedro de la Paz,moto,12.51,3.32,5,19,0.6056,2032.0,0.625
2025-00849,2025-05-28,Hualqui,furgon,19.3,11.74,4,10,0.5613,1444.0,0.375
2025-00875,2025-05-28,Yumbel,camion_ligero,67.16,22.74,7,8,0.7322,14172.0,3.627
2025-00036,2025-05-28,Penco,moto,32.16,29.77,2,9,0.4386,6324.0,1.158
2025-00811,2025-05-28,Nacimiento,furgon,57.43,7.77,8,17,,11894.0,2.811
2025-00894,2025-05-29,Arauco,camion_ligero,77.65,9.25,6,19,,18004.0,4.677
2025-00184,2025-05-29,Yumbel,furgon,26.74,25.76,4,12,,3948.0,1.07
2025-00964,2025-05-30,Arauco,furgon,72.27,12.15,6,9,,15515.0,3.918
2025-01284,2025-05-30,Los Angeles,camion_ligero,65.54,18.66,3,11,,10504.0,2.95
2025-00824,2025-05-31,Lebu,furgon,90.14,15.74,7,13,,13432.0,3.479
2025-01237,2025-05-31,San Pedro de la Paz,camion_ligero,12.08,13.07,6,17,0.7465,3443.0,1.021
2025-00366,2025-05-31,Lebu,furgon,57.17,14.55,7,16,,10226.0,2.147
2025-01180,2025-05-31,Tome,furgon,20.27,9.12,2,8,0.5551,3109.0,0.809
2025-00975,2025-05-31,Arauco,furgon,85.66,59.64,4,9,,16842.0,4.095
2025-01251,2025-05-31,Curanilahue,furgon,51.55,6.58,5,8,0.539,12621.0,2.645
2025-00942,2025-06-02,Penco,furgon,28.33,8.04,4,13,1.0,3243.0,0.66
2025-00249,2025-06-02,Coronel,moto,20.36,6.54,6,9,0.4739,5308.0,1.171
2025-00338,2025-06-02,Santa Juana,moto,23.25,5.41,8,19,0.227,5119.0,1.287
2025-00474,2025-06-02,Cabrero,furgon,91.74,19.71,3,13,,13123.0,3.257
2025-00186,2025-06-02,Yumbel,moto,10.98,32.5,4,9,,5002.0,0.898
2025-00138,2025-06-02,Curanilahue,camion_ligero,56.75,15.47,4,17,,16559.0,3.582
2025-00645,2025-06-02,Penco,camion_ligero,16.39,8.06,1,17,0.7889,1280.0,0.74
2025-00119,2025-06-03,Florida,moto,17.29,14.69,1,9,0.7506,2839.0,0.664
2025-00547,2025-06-03,Chiguayante,camion_ligero,14.77,8.82,3,18,0.5304,4093.0,0.878
