id_entrega,fecha,comuna_destino,tipo_vehiculo,distancia_km,peso_kg,n_paquetes,hora_salida,score_gps_ruta,costo_combustible_clp,horas_entrega
2024-00550,2024-03-24,San Pedro de la Paz,furgon,8.71,13.66,6,16,0.7806,1465.0,0.415
2024-01055,2024-03-24,Santa Juana,moto,21.79,11.08,4,8,0.7657,3957.0,0.867
2024-00800,2024-03-24,Lota,camion_ligero,21.88,2.76,2,10,0.8205,4451.0,1.024
2024-01194,2024-03-24,Tome,furgon,16.6,11.16,3,18,0.6807,3906.0,1.032
2024-00551,2024-03-25,Santa Juana,camion_ligero,9.77,22.74,5,18,0.9141,3326.0,0.595
2024-00725,2024-03-25,San Pedro de la Paz,moto,11.76,6.14,4,15,0.7345,2839.0,0.619
2024-01017,2024-03-25,Coronel,furgon,6.43,28.91,6,10,0.7673,3527.0,0.731
2024-01043,2024-03-26,Lota,camion_ligero,21.14,19.45,7,7,0.5551,7258.0,1.874
2024-00019,2024-03-26,Talcahuano,moto,28.55,7.96,2,19,0.8279,3247.0,0.895
2024-00032,2024-03-26,Hualpen,moto,12.14,14.06,8,16,0.4033,3426.0,0.619
2024-00409,2024-03-27,Florida,furgon,20.66,20.79,8,12,0.4848,4150.0,1.047
2024-00812,2024-03-27,Tome,furgon,22.58,16.99,7,16,0.6901,6020.0,1.064
2024-01068,2024-03-28,Hualqui,furgon,15.92,15.52,4,8,0.6664,4577.0,0.904
2024-00703,2024-03-28,Lota,camion_ligero,23.34,27.26,4,17,0.8939,6295.0,1.699
2024-00044,2024-03-28,Coronel,furgon,15.5,10.17,5,16,0.5524,3793.0,1.015
2024-00329,2024-03-28,Penco,moto,13.14,7.29,5,10,0.6814,3187.0,0.701
2024-00427,2024-03-28,Lota,camion_ligero,13.66,13.74,1,18,0.7776,3744.0,0.88
2024-00689,2024-03-29,Coronel,camion_ligero,23.76,13.03,2,9,0.5587,6126.0,1.372
2024-00127,2024-03-29,Penco,moto,18.78,20.06,7,15,0.7298,3165.0,0.845
2024-00570,2024-03-29,Talcahuano,camion_ligero,13.22,7.23,8,19,0.8241,5802.0,0.976
2024-00824,2024-03-29,Florida,furgon,19.29,62.38,8,14,0.9507,5263.0,1.084
2024-00482,2024-03-30,Coronel,moto,15.26,32.26,2,7,0.2638,4695.0,1.009
2024-00507,2024-03-30,Florida,furgon,24.64,13.66,3,10,0.4873,4073.0,1.093
2024-00107,2024-03-30,Penco,camion_ligero,11.34,12.49,3,11,0.5913,3271.0,0.547
2024-00773,2024-03-31,Hualqui,camion_ligero,11.62,10.63,7,11,0.5125,4647.0,1.115
2024-00326,2024-03-31,Hualpen,moto,17.45,1.76,5,6,0.9773,2014.0,0.603
2024-00360,2024-03-31,Lota,furgon,23.17,48.44,6,11,0.3351,5109.0,1.283
2024-00957,2024-04-01,Talcahuano,furgon,19.29,25.57,7,6,0.665,4621.0,1.178
2024-00628,2024-04-01,Florida,furgon,14.08,30.38,3,6,0.6217,2903.0,0.584
2024-01154,2024-04-01,Coronel,moto,9.73,10.63,3,19,0.7136,667.0,0.27
2024-00421,2024-04-02,Hualpen,moto,14.3,19.09,3,11,0.4255,2087.0,0.335
2024-00962,2024-04-02,Penco,furgon,21.88,6.6,4,9,0.6586,4531.0,0.902
2024-00480,2024-04-03,Hualpen,moto,19.89,26.71,5,9,0.6678,4609.0,1.058
2024-00367,2024-04-03,Concepcion,moto,9.13,20.23,4,19,0.5697,3235.0,0.714
2024-00327,2024-04-03,Santa Juana,moto,20.04,28.04,6,14,0.3684,5357.0,1.074
2024-00025,2024-04-03,Coronel,moto,25.0,9.35,4,19,0.5312,4940.0,1.205
2024-01077,2024-04-03,Lota,furgon,17.15,6.16,3,18,0.6322,1607.0,0.523
2024-01116,2024-04-05,Hualpen,camion_ligero,18.03,4.11,6,7,0.6749,5037.0,1.192
2024-00741,2024-04-05,Florida,furgon,23.69,45.65,8,12,0.7566,6851.0,1.371
2024-00835,2024-04-05,Coronel,camion_ligero,10.47,10.93,6,10,0.5461,3274.0,0.984
2024-00445,2024-04-05,Penco,furgon,10.25,12.54,8,18,0.6746,4319.0,1.108
2024-00379,2024-04-05,Chiguayante,camion_ligero,19.48,7.76,8,14,0.2935,6900.0,1.368
2024-00007,2024-04-06,Florida,camion_ligero,16.82,14.3,1,7,0.8677,2036.0,0.734
2024-00291,2024-04-06,Penco,furgon,10.11,4.45,6,9,0.5989,2438.0,0.581
2024-00784,2024-04-07,Florida,moto,21.29,7.06,6,10,0.8754,3014.0,0.558
2024-00749,2024-04-07,Hualqui,camion_ligero,15.75,43.92,3,12,0.7466,1213.0,0.389
2024-00203,2024-04-07,Florida,moto,12.61,31.35,1,18,0.604,3789.0,0.725
2024-00122,2024-04-07,Concepcion,camion_ligero,24.77,19.58,4,16,0.9603,4588.0,1.043
2024-00732,2024-04-08,Penco,camion_ligero,20.58,22.55,7,10,0.6686,4245.0,0.911
2024-00948,2024-04-08,Tome,furgon,20.31,9.28,7,9,0.7349,4356.0,1.186
2024-00569,2024-04-08,Penco,furgon,21.33,25.12,8,11,0.6878,4603.0,1.221
2024-01155,2024-04-08,Hualpen,furgon,17.46,11.78,6,14,0.5049,4241.0,0.909
2024-00377,2024-04-09,Chiguayante,moto,13.82,20.97,6,17,0.6065,2136.0,0.567
2024-00270,2024-04-09,Chiguayante,furgon,20.72,14.42,7,13,0.4579,5257.0,1.295
2024-00374,2024-04-09,Coronel,moto,15.45,24.35,7,13,0.6086,2640.0,0.892
2024-00459,2024-04-09,Hualqui,furgon,16.6,16.01,2,16,0.8047,2529.0,0.758
2024-00146,2024-04-09,Chiguayante,furgon,9.14,4.79,1,18,0.6221,3341.0,0.606
2024-00457,2024-04-09,Lota,furgon,11.8,26.3,2,9,0.7385,2926.0,0.508
2024-01074,2024-04-09,Penco,furgon,18.49,9.44,2,8,0.6216,5463.0,1.053
2024-00133,2024-04-10,San Pedro de la Paz,camion_ligero,23.5,1.32,2,7,0.8321,5281.0,1.2
2024-00777,2024-04-10,Florida,moto,22.37,9.3,2,12,0.4662,3327.0,0.904
2024-00534,2024-04-10,Talcahuano,moto,18.02,23.32,8,14,0.7955,3898.0,0.827
2024-00260,2024-04-10,Chiguayante,moto,8.52,11.77,3,9,0.6625,2104.0,0.664
2024-00502,2024-04-11,Concepcion,camion_ligero,21.74,18.98,5,13,0.5983,4139.0,1.246
2024-00350,2024-04-11,Santa Juana,moto,2.87,27.76,5,18,0.7511,1389.0,0.252
2024-00780,2024-04-11,Hualpen,furgon,15.72,25.28,3,14,0.8582,2366.0,0.627
2024-00051,2024-04-11,Chiguayante,furgon,24.31,35.59,8,18,0.525,5995.0,1.517
2024-01079,2024-04-11,Coronel,moto,15.7,22.14,5,11,0.423,4839.0,0.996
2024-00771,2024-04-11,Talcahuano,moto,19.69,10.33,5,14,0.4487,2512.0,0.628
2024-00619,2024-04-12,Tome,camion_ligero,13.01,38.91,6,10,0.8802,5936.0,1.312
2024-00889,2024-04-12,Tome,furgon,14.07,42.25,1,8,0.7234,3550.0,0.747
2024-00047,2024-04-12,Concepcion,furgon,19.96,2.57,8,16,0.7194,2564.0,0.736
2024-00609,2024-04-12,Chiguayante,camion_ligero,9.15,5.58,4,15,0.6274,2658.0,0.708
2024-00413,2024-04-12,Concepcion,furgon,16.89,34.89,7,7,0.2392,5371.0,1.332
2024-01168,2024-04-12,Concepcion,camion_ligero,24.54,25.64,5,17,0.6276,6290.0,1.738
2024-00070,2024-04-12,Florida,camion_ligero,19.23,19.73,2,10,0.6275,4362.0,0.987
2024-00472,2024-04-13,Talcahuano,camion_ligero,18.79,4.92,1,14,0.5457,3958.0,1.107
2024-00209,2024-04-13,Florida,moto,21.27,20.35,2,15,0.748,2776.0,0.834
2024-00401,2024-04-13,Talcahuano,moto,19.69,16.69,1,11,0.7609,555.0,0.19
2024-00722,2024-04-13,Hualqui,furgon,7.81,15.62,6,14,0.4743,3564.0,0.867
2024-00886,2024-04-14,Hualqui,moto,14.23,10.97,8,17,0.6523,3147.0,0.627
2024-01045,2024-04-14,San Pedro de la Paz,furgon,15.96,13.0,4,19,0.6071,2152.0,0.842
2024-00398,2024-04-14,Lota,moto,10.88,14.45,4,17,0.693,2104.0,0.503
2024-00342,2024-04-14,Coronel,moto,16.48,19.96,6,15,0.6201,2148.0,0.687
2024-00864,2024-04-15,Lota,furgon,26.6,6.07,3,17,0.7252,6423.0,1.467
2024-00848,2024-04-16,Hualpen,camion_ligero,24.31,24.49,8,8,0.5378,7522.0,1.891
2024-00141,2024-04-16,Chiguayante,furgon,19.96,23.9,3,14,0.6755,3757.0,0.77
2024-00126,2024-04-16,Hualqui,camion_ligero,12.04,4.21,1,16,0.6014,2174.0,0.597
2024-00513,2024-04-17,Santa Juana,camion_ligero,16.13,17.31,1,13,0.9323,1528.0,0.5
2024-00810,2024-04-17,San Pedro de la Paz,camion_ligero,22.92,134.56,6,18,0.9636,6669.0,1.624
2024-00932,2024-04-17,Florida,camion_ligero,15.61,14.83,1,13,0.4996,2706.0,0.761
2024-00486,2024-04-18,Florida,moto,5.89,16.72,3,16,0.6861,954.0,0.374
2024-00583,2024-04-18,San Pedro de la Paz,moto,14.75,25.18,6,17,0.2265,2958.0,0.872
2024-01098,2024-04-18,Hualpen,furgon,23.49,6.81,6,13,0.5981,3518.0,1.032
2024-00660,2024-04-19,Coronel,moto,20.71,15.91,2,16,0.4761,3467.0,1.162
2024-00481,2024-04-19,Coronel,furgon,21.49,7.98,5,6,0.6555,5410.0,1.153
2024-00248,2024-04-19,Chiguayante,moto,16.16,47.54,8,13,0.6584,4059.0,1.055
2024-00312,2024-04-19,Coronel,camion_ligero,24.85,4.88,7,6,0.7921,5037.0,1.271
2024-00877,2024-04-20,Penco,moto,12.45,12.48,2,13,0.3576,3082.0,0.77
2024-00383,2024-04-20,Lota,furgon,2.0,0.5,6,8,0.6999,2298.0,0.522
2024-01042,2024-04-20,Hualpen,moto,23.86,24.12,2,15,0.5928,4716.0,1.038
2024-00940,2024-04-21,Florida,moto,20.81,13.31,7,12,0.6934,4242.0,0.848
2024-00740,2024-04-21,Tome,moto,15.07,20.27,1,9,0.816,3880.0,0.893
2024-00540,2024-04-21,San Pedro de la Paz,furgon,11.56,45.73,1,13,0.7747,2320.0,0.351
2024-00211,2024-04-22,Hualpen,moto,19.64,5.69,8,9,0.5064,2082.0,0.736
2024-00110,2024-04-22,Florida,moto,18.52,4.52,7,15,0.2634,2298.0,0.86
2024-01089,2024-04-22,Hualqui,moto,2.0,1.04,7,13,0.6341,1285.0,0.603
2024-00316,2024-04-22,Florida,camion_ligero,25.91,21.87,5,8,0.6585,7086.0,1.887
2024-00489,2024-04-22,Lota,moto,18.39,14.41,4,13,0.8337,2576.0,0.496
2024-01142,2024-04-22,Hualpen,furgon,2.0,22.05,7,16,0.405,3379.0,0.551
2024-01173,2024-04-22,Lota,moto,25.72,6.85,3,16,0.6162,2865.0,0.72
2024-00944,2024-04-24,Tome,furgon,11.19,11.51,8,9,0.3745,5803.0,1.423
2024-00158,2024-04-24,Florida,furgon,9.53,20.57,2,14,0.7649,2025.0,0.647
2024-00149,2024-04-25,Penco,moto,10.36,18.72,1,17,0.7336,832.0,0.505
2024-00045,2024-04-25,Coronel,furgon,3.95,3.26,7,11,0.5821,2265.0,0.506
2024-01031,2024-04-26,San Pedro de la Paz,moto,8.99,20.05,5,17,0.4745,1897.0,0.447
2024-00972,2024-04-26,Tome,furgon,15.81,17.8,5,13,0.8025,2939.0,0.669
2024-01020,2024-04-27,Lota,moto,13.73,53.36,5,18,0.5603,4420.0,1.076
2024-00290,2024-04-27,Santa Juana,camion_ligero,11.97,32.01,5,6,0.4588,1823.0,0.775
2024-00675,2024-04-27,San Pedro de la Paz,camion_ligero,14.55,12.99,4,6,0.8722,3687.0,0.761
2024-00231,2024-04-27,Talcahuano,moto,21.39,0.9,3,10,0.5708,2789.0,0.931
2024-00548,2024-04-27,Santa Juana,furgon,8.63,9.67,6,15,0.726,1845.0,0.515
2024-00816,2024-04-27,Hualqui,furgon,27.29,5.72,5,15,0.4346,4356.0,1.091
2024-01129,2024-04-27,Coronel,camion_ligero,25.8,5.73,6,7,0.7514,7813.0,2.021
2024-00330,2024-04-28,Lota,camion_ligero,16.34,18.25,5,11,0.5424,4794.0,1.003
2024-00001,2024-04-28,Florida,moto,19.85,16.07,6,19,0.8235,4603.0,0.948
2024-00659,2024-04-28,Talcahuano,camion_ligero,22.5,10.74,8,12,0.5645,6475.0,1.555
2024-00116,2024-04-29,Coronel,moto,17.95,19.99,2,19,0.5371,5400.0,0.929
2024-00081,2024-04-30,Concepcion,furgon,21.4,31.7,2,8,0.4419,6481.0,1.493
2024-00115,2024-04-30,Coronel,moto,10.43,18.29,3,7,0.828,2009.0,0.521
2024-00311,2024-05-01,Hualqui,camion_ligero,17.53,18.52,3,16,0.6822,4447.0,0.767
2024-00630,2024-05-01,Santa Juana,furgon,16.03,7.32,8,18,0.6344,3667.0,0.87
2024-00193,2024-05-02,Tome,moto,21.62,16.67,6,18,0.7884,5382.0,1.263
2024-01176,2024-05-02,Penco,furgon,20.03,11.3,4,17,0.5086,4890.0,1.04
2024-00700,2024-05-03,San Pedro de la Paz,moto,22.13,14.16,5,10,0.2137,2533.0,0.854
2024-00425,2024-05-03,Florida,moto,16.28,10.65,7,18,0.6042,5553.0,1.11
2024-00014,2024-05-04,Hualpen,furgon,20.74,7.74,2,18,0.3281,5956.0,1.33
2024-00301,2024-05-04,Tome,moto,11.44,14.48,4,18,0.6368,2764.0,0.47
2024-00805,2024-05-04,Tome,furgon,26.7,12.37,3,6,0.5848,4894.0,1.082
2024-00695,2024-05-06,San Pedro de la Paz,furgon,21.23,30.56,4,7,0.6285,5185.0,1.087
2024-00018,2024-05-06,Lota,moto,12.47,18.07,8,10,0.6915,4573.0,0.985
2024-00295,2024-05-06,Penco,furgon,18.89,49.02,7,19,0.3013,4783.0,1.421
2024-00807,2024-05-06,Tome,furgon,20.73,1.37,3,6,0.4719,5207.0,0.942
2024-00997,2024-05-07,Chiguayante,furgon,17.93,27.86,1,18,0.5945,3133.0,0.804
2024-00418,2024-05-07,Lota,camion_ligero,17.51,40.06,2,17,0.553,5608.0,1.244
2024-00262,2024-05-07,Chiguayante,moto,10.23,6.54,2,10,0.4891,2016.0,0.487
2024-00617,2024-05-08,San Pedro de la Paz,furgon,22.63,12.12,1,17,0.7144,3886.0,0.76
2024-00026,2024-05-08,Hualpen,furgon,32.59,8.44,4,15,0.4161,5712.0,1.257
2024-00449,2024-05-08,Tome,furgon,6.87,4.26,7,16,0.9239,948.0,0.164
2024-00479,2024-05-08,Lota,camion_ligero,24.58,11.51,2,18,0.655,6809.0,1.539
2024-01136,2024-05-08,Concepcion,moto,8.32,12.99,6,15,0.8753,1283.0,0.47
2024-00279,2024-05-08,Santa Juana,moto,10.83,6.16,2,10,0.2688,1876.0,0.486
2024-00082,2024-05-08,Chiguayante,moto,15.71,4.19,7,8,0.6759,5516.0,1.192
2024-00893,2024-05-08,Hualqui,furgon,14.11,35.76,8,17,0.5157,7589.0,1.563
2024-01050,2024-05-08,Penco,moto,23.48,13.44,6,13,0.537,4102.0,1.092
2024-00795,2024-05-09,Hualpen,furgon,28.32,5.94,8,17,0.6305,6302.0,1.402
2024-00555,2024-05-09,Coronel,moto,12.19,11.81,5,15,0.7653,724.0,0.239
2024-00827,2024-05-09,Santa Juana,furgon,21.4,15.09,5,10,0.626,3145.0,0.932
2024-00987,2024-05-09,San Pedro de la Paz,furgon,21.8,14.02,1,16,0.5032,4440.0,1.112
2024-00955,2024-05-10,Coronel,moto,7.66,18.43,2,6,0.3791,1708.0,0.438
2024-01003,2024-05-10,Coronel,moto,17.36,20.88,6,16,0.5286,1516.0,0.436
2024-01174,2024-05-10,Lota,moto,14.61,13.94,5,8,0.3671,2329.0,0.749
2024-00751,2024-05-10,Santa Juana,furgon,10.18,33.78,6,13,0.4937,3017.0,0.84
2024-00315,2024-05-11,Chiguayante,camion_ligero,25.16,6.66,8,19,0.3178,9258.0,2.05
2024-00069,2024-05-11,Penco,moto,23.28,30.74,8,7,0.46,6964.0,1.502
2024-00937,2024-05-12,Hualpen,furgon,15.15,30.41,5,11,0.375,3497.0,0.859
2024-00092,2024-05-12,Lota,moto,24.99,44.01,3,17,0.6203,5403.0,1.279
2024-00776,2024-05-12,Lota,moto,8.36,21.52,6,7,0.566,3332.0,0.801
2024-00929,2024-05-12,Penco,furgon,18.64,34.8,6,7,0.8113,3615.0,0.893
2024-00637,2024-05-13,Lota,moto,16.46,9.79,6,17,0.7422,3955.0,0.794
2024-00591,2024-05-13,Santa Juana,camion_ligero,16.89,2.22,4,6,0.7385,4519.0,1.076
2024-01195,2024-05-13,Hualqui,furgon,16.33,28.74,1,14,0.948,2035.0,0.448
2024-01133,2024-05-13,Talcahuano,moto,13.04,31.11,3,19,0.7303,3328.0,0.788
2024-00000,2024-05-14,Hualqui,furgon,16.59,42.63,7,16,0.5462,5210.0,1.049
2024-00788,2024-05-15,Hualpen,moto,15.04,8.17,8,12,0.3772,4037.0,0.829
2024-00181,2024-05-15,Talcahuano,camion_ligero,24.74,14.52,4,12,0.6307,5892.0,1.424
2024-00426,2024-05-15,Lota,furgon,12.4,14.92,3,6,0.8584,3266.0,0.649
2024-00900,2024-05-15,Florida,moto,17.41,2.9,4,8,0.8176,2541.0,0.518
2024-01065,2024-05-17,Florida,moto,21.77,66.85,7,12,0.7212,4295.0,1.23
2024-00512,2024-05-17,Lota,furgon,12.4,41.65,4,6,0.5974,4483.0,1.006
2024-00667,2024-05-17,Hualpen,moto,17.25,33.41,6,10,0.9957,4169.0,1.023
2024-01134,2024-05-17,Florida,moto,18.14,29.86,5,18,0.7428,4681.0,1.255
2024-01120,2024-05-17,Chiguayante,moto,15.09,12.38,6,19,0.5029,3926.0,1.024
2024-00747,2024-05-18,Florida,moto,14.89,21.07,3,13,0.5491,2366.0,0.698
2024-00302,2024-05-18,Hualpen,moto,21.41,4.28,4,9,0.377,6233.0,1.273
2024-00399,2024-05-19,Talcahuano,camion_ligero,20.25,6.39,1,18,0.4402,4247.0,1.0
2024-00641,2024-05-19,Hualpen,furgon,22.92,18.32,8,19,0.5148,4316.0,1.629
2024-00036,2024-05-19,Santa Juana,furgon,8.88,19.72,5,13,0.4825,2469.0,0.639
2024-00027,2024-05-19,Talcahuano,furgon,21.92,10.01,3,9,0.3274,5153.0,1.191
2024-01015,2024-05-20,Concepcion,moto,25.33,30.92,7,19,0.7986,4506.0,1.072
2024-00080,2024-05-20,Florida,furgon,13.58,14.2,7,10,0.3991,5253.0,1.09
2024-00106,2024-05-20,Chiguayante,camion_ligero,17.34,48.78,7,12,0.5464,5183.0,1.213
2024-01179,2024-05-21,Coronel,furgon,15.78,29.65,7,19,0.4294,5292.0,1.264
2024-00832,2024-05-21,Florida,furgon,17.5,22.38,5,14,1.0,2601.0,0.61
2024-00614,2024-05-21,Hualqui,camion_ligero,22.73,12.79,7,6,0.4835,5010.0,1.387
2024-00687,2024-05-21,Santa Juana,furgon,9.92,10.92,1,19,0.394,2837.0,0.573
2024-00683,2024-05-22,Chiguayante,furgon,19.27,1.65,2,14,0.5169,2815.0,0.788
2024-01147,2024-05-22,Coronel,moto,22.77,25.8,5,18,0.897,5041.0,1.161
2024-00256,2024-05-22,Santa Juana,moto,19.13,19.09,4,6,0.6504,3307.0,0.81
2024-00244,2024-05-22,Santa Juana,furgon,12.28,16.05,6,19,0.6913,4007.0,0.822
2024-00685,2024-05-23,Lota,furgon,10.29,19.5,1,16,0.5056,2460.0,0.565
2024-01014,2024-05-23,Lota,moto,17.29,16.41,8,14,0.8144,2267.0,0.775
2024-00562,2024-05-23,Lota,moto,18.23,30.35,3,12,0.5485,3931.0,0.895
2024-00934,2024-05-23,Hualpen,moto,25.03,8.79,1,7,0.7334,2039.0,0.847
2024-00737,2024-05-23,Concepcion,moto,16.61,3.12,1,19,0.5213,3069.0,0.541
2024-01158,2024-05-24,Hualpen,furgon,16.93,23.08,6,13,0.7908,4271.0,0.998
2024-00748,2024-05-25,Hualpen,moto,21.04,15.19,3,12,0.5838,2483.0,0.691
2024-00731,2024-05-25,Florida,furgon,8.14,33.69,1,16,0.7295,1506.0,0.185
2024-01029,2024-05-26,Lota,moto,12.98,15.71,2,15,0.9293,2370.0,0.399
2024-00890,2024-05-26,Hualpen,camion_ligero,16.73,6.5,5,16,0.6486,3825.0,1.049
2024-00845,2024-05-26,San Pedro de la Paz,furgon,18.35,16.66,6,16,0.6768,1922.0,0.798
2024-00349,2024-05-27,Tome,furgon,33.76,17.61,7,7,0.5278,7795.0,1.886
2024-01172,2024-05-28,Florida,furgon,8.96,17.27,7,12,0.6579,3772.0,0.866
2024-00343,2024-05-28,Hualqui,moto,18.72,14.8,8,17,0.5291,3967.0,0.957
2024-00339,2024-05-28,Chiguayante,camion_ligero,14.19,27.2,2,9,0.4786,3371.0,0.664
2024-00245,2024-05-28,Lota,furgon,23.24,19.48,1,16,0.6051,3703.0,0.912
2024-00205,2024-05-28,Penco,furgon,10.19,32.32,4,6,0.6825,3518.0,0.748
2024-00143,2024-05-28,Tome,moto,17.93,8.4,7,7,0.8193,3106.0,0.856
2024-00488,2024-05-28,Tome,camion_ligero,18.11,13.56,6,19,0.747,5410.0,1.376
2024-01004,2024-05-29,Hualpen,moto,14.57,30.63,1,17,0.6623,3957.0,0.92
2024-00151,2024-05-29,Lota,furgon,14.88,5.4,6,11,0.4763,2203.0,0.635
2024-01021,2024-05-29,Talcahuano,camion_ligero,2.74,28.7,8,19,0.6245,-111.0,0.214
2024-00275,2024-05-30,Florida,furgon,17.68,25.18,5,19,0.6627,6269.0,1.266
2024-01039,2024-05-30,Lota,moto,11.47,8.31,5,13,0.3814,3515.0,0.628
2024-01013,2024-05-30,Talcahuano,furgon,18.6,27.39,7,18,0.8663,4384.0,0.924
2024-00272,2024-05-30,Concepcion,moto,19.68,7.32,2,18,0.8771,2214.0,0.798
2024-00851,2024-05-31,Hualpen,furgon,13.18,4.58,3,14,0.643,1811.0,0.55
2024-00716,2024-05-31,Florida,furgon,20.8,7.35,1,13,0.6176,881.0,0.745
2024-01199,2024-05-31,Hualpen,moto,29.82,37.45,8,13,0.9023,4010.0,1.311
2024-00103,2024-05-31,San Pedro de la Paz,moto,20.11,27.97,4,13,0.6614,2920.0,0.682
2024-00424,2024-05-31,Santa Juana,moto,18.44,14.24,8,9,0.6224,4843.0,1.173
2024-00328,2024-06-01,Lota,furgon,13.03,14.54,6,10,0.5018,5376.0,1.049
2024-00981,2024-06-01,Hualpen,furgon,18.92,13.61,3,9,0.8332,4022.0,0.863
2024-00542,2024-06-01,Santa Juana,moto,28.31,27.92,4,12,0.4486,4893.0,1.177
2024-00517,2024-06-01,Hualqui,furgon,9.5,20.18,8,8,0.6736,4404.0,0.915
2024-00866,2024-06-02,Florida,moto,22.26,1.76,3,9,0.7614,2752.0,1.032
2024-00469,2024-06-02,Talcahuano,furgon,18.89,16.34,6,17,0.5809,5408.0,1.227
2024-01046,2024-06-02,Talcahuano,moto,11.39,42.53,6,18,0.7333,3349.0,0.783
2024-01030,2024-06-03,Chiguayante,moto,8.56,7.77,5,9,0.8772,1809.0,0.381
2024-00348,2024-06-03,Tome,furgon,18.5,10.56,5,10,0.7491,1175.0,0.645
2024-00719,2024-06-03,Coronel,furgon,24.26,20.73,6,9,0.5038,7756.0,1.826
2024-00787,2024-06-03,San Pedro de la Paz,moto,10.77,31.46,6,17,0.6445,2577.0,0.647
2024-00520,2024-06-04,Hualqui,moto,13.39,26.47,3,18,0.8158,1356.0,0.527
2024-00273,2024-06-04,Santa Juana,moto,29.72,14.79,4,18,0.5652,6594.0,1.452
2024-00721,2024-06-04,Hualqui,moto,10.12,23.97,1,15,0.4784,2648.0,0.534
2024-00280,2024-06-04,Lota,furgon,16.82,32.45,6,9,0.8162,5921.0,1.094
2024-00922,2024-06-05,Talcahuano,furgon,21.09,60.77,1,18,0.3339,6137.0,1.513
2024-00994,2024-06-05,San Pedro de la Paz,furgon,10.89,11.38,6,17,0.7088,3275.0,0.965
2024-00123,2024-06-05,Hualpen,moto,15.66,32.62,8,15,0.3673,2594.0,0.7
2024-01167,2024-06-05,Coronel,moto,13.87,32.29,6,11,0.6066,3619.0,0.851
2024-00761,2024-06-05,Tome,moto,12.61,3.94,8,19,0.4812,4148.0,0.978
2024-00210,2024-06-05,Concepcion,camion_ligero,15.19,7.2,5,18,0.8799,4176.0,1.088
2024-00666,2024-06-06,Hualpen,camion_ligero,12.25,8.23,3,12,0.4685,3574.0,0.728
2024-01118,2024-06-06,San Pedro de la Paz,furgon,13.83,10.24,8,17,0.4018,3676.0,1.28
2024-00067,2024-06-06,Hualpen,furgon,14.99,10.34,2,8,0.5998,4638.0,1.014
2024-00724,2024-06-07,Hualpen,furgon,15.55,9.85,7,13,0.7383,3620.0,0.813
2024-00059,2024-06-07,Concepcion,furgon,15.95,14.3,6,12,0.9304,2528.0,0.75
2024-00923,2024-06-07,Hualqui,camion_ligero,17.74,53.08,5,14,0.6984,4947.0,1.373
2024-00817,2024-06-08,Tome,moto,13.21,40.25,7,16,0.5877,3856.0,0.91
2024-00043,2024-06-09,Coronel,furgon,16.51,22.21,4,13,0.7632,5303.0,1.051
2024-00580,2024-06-10,Tome,furgon,21.35,14.62,8,18,0.5481,6250.0,1.57
2024-01182,2024-06-10,Penco,furgon,17.34,11.72,4,17,0.6658,3621.0,0.767
2024-00842,2024-06-10,Chiguayante,moto,2.0,23.46,8,16,0.7573,2274.0,0.405
2024-00938,2024-06-10,Chiguayante,furgon,18.62,16.27,4,15,0.6587,2925.0,0.834
2024-00526,2024-06-10,Santa Juana,moto,32.34,8.76,6,10,0.7547,4368.0,1.165
2024-00650,2024-06-10,Hualqui,furgon,12.86,14.83,3,11,0.3695,2726.0,0.704
2024-00884,2024-06-11,Chiguayante,moto,26.7,19.55,6,6,0.4894,3380.0,0.775
2024-00786,2024-06-11,San Pedro de la Paz,camion_ligero,20.75,4.17,6,16,0.7601,4395.0,1.122
2024-00688,2024-06-11,Florida,furgon,16.86,11.87,2,16,0.5,4893.0,0.997
2024-00215,2024-06-11,Tome,furgon,21.04,19.32,5,19,0.4933,5812.0,1.358
2024-00586,2024-06-11,Hualpen,camion_ligero,14.93,14.2,8,11,0.437,4361.0,1.242
2024-00055,2024-06-11,San Pedro de la Paz,furgon,2.0,37.45,1,16,0.6259,896.0,0.15
2024-00049,2024-06-12,Florida,furgon,18.89,10.7,4,13,0.8667,3632.0,0.815
2024-01193,2024-06-12,Penco,moto,18.42,17.66,2,18,0.64,3808.0,0.918
2024-00840,2024-06-12,Santa Juana,moto,12.38,32.8,6,8,0.4996,3305.0,0.8
2024-01165,2024-06-12,Hualpen,furgon,19.35,20.14,4,8,0.6605,3142.0,1.057
2024-00977,2024-06-12,Hualqui,furgon,18.29,12.64,1,18,0.8453,2974.0,0.969
2024-00708,2024-06-12,Coronel,furgon,21.64,10.72,6,15,0.7024,6684.0,1.404
2024-00995,2024-06-12,Hualpen,moto,15.74,5.53,4,14,0.4113,2110.0,0.558
2024-00035,2024-06-13,San Pedro de la Paz,camion_ligero,29.03,13.47,1,14,0.6339,6393.0,1.434
2024-00545,2024-06-14,Hualqui,moto,20.79,13.96,5,13,0.6026,4326.0,0.74
2024-01105,2024-06-14,Florida,camion_ligero,18.06,56.3,8,19,0.3581,6975.0,1.674
2024-00144,2024-06-15,Concepcion,moto,25.2,11.87,1,9,0.6837,3673.0,0.784
2024-01197,2024-06-16,Penco,camion_ligero,19.89,54.02,6,19,0.7454,6022.0,1.438
2024-00463,2024-06-16,Florida,moto,14.67,8.81,3,15,0.9578,3071.0,0.514
