Suburb,Type,Regionname,Rooms,Distance,Price,pred_Random_Forest,pred_Gradient_Boosting,pred_HistGradientBoosting,suburbio_nuevo
Burwood,u,Southern Metropolitan,2,11.7,580000.0,720448.4053764002,533094.8978787706,616491.4028207227,False
Burwood,u,Southern Metropolitan,2,11.7,605000.0,605902.0059697009,553301.6527974353,565980.6020245346,False
Burwood,t,Southern Metropolitan,3,11.7,975000.0,840031.520994319,868121.3467713475,869692.1404466637,False
Burwood,h,Southern Metropolitan,3,11.7,1465500.0,1440171.3195925367,1419423.0241675896,1340586.8321476094,False
Burwood,h,Southern Metropolitan,2,11.7,870000.0,759276.1019293669,786670.8373764809,735207.537044815,False
Burwood,h,Southern Metropolitan,3,11.7,1385000.0,1421966.8896417478,1431192.0025180557,1386030.94585021,False
Burwood,h,Southern Metropolitan,2,11.7,1815000.0,1262643.8307133853,1021222.0519629152,1149281.7223115861,False
Burwood,h,Southern Metropolitan,3,11.7,1590000.0,1436106.58062266,1440115.6760141281,1366477.744064869,False
Burwood,u,Southern Metropolitan,4,11.7,813000.0,765499.0877580344,735561.2452017674,714861.2709278995,False
Burwood,h,Southern Metropolitan,4,11.7,1601000.0,1634872.3703425496,1600645.3651431368,1504015.6608003364,False
Burwood,h,Southern Metropolitan,5,11.7,1225000.0,1312927.5559988657,1302952.7553670814,1247770.6726524818,False
Camberwell,h,Southern Metropolitan,3,7.8,1930000.0,1737183.1202186847,1789597.179942427,1917147.5715496298,False
Camberwell,h,Southern Metropolitan,3,7.8,2570000.0,1958950.4096302637,1980585.6624408588,2107673.113474993,False
Camberwell,h,Southern Metropolitan,4,7.8,2216000.0,2089275.7778827718,2176292.307249375,2104673.6781449434,False
Camberwell,h,Southern Metropolitan,4,7.8,2110000.0,2131708.989692608,2005665.137643583,2053246.5762505068,False
Camberwell,h,Southern Metropolitan,2,7.8,855000.0,997213.6732827842,1064697.1947603386,994942.0264541144,False
Camberwell,u,Southern Metropolitan,2,7.8,771000.0,765101.9940688007,700142.6919454732,736257.5838285944,False
Camberwell,h,Southern Metropolitan,4,7.8,2513000.0,2179096.765097926,2397883.702227572,2357094.19866447,False
Camberwell,h,Southern Metropolitan,2,7.8,1900000.0,1682594.004099585,1439685.39321977,1543803.2952163287,False
Camberwell,h,Southern Metropolitan,3,7.8,1620000.0,1714495.0480156902,1762031.7661776387,1897713.2847806592,False
Camberwell,h,Southern Metropolitan,4,7.8,3550000.0,2649476.599643627,2814816.961782666,2903516.0224651895,False
Camberwell,h,Southern Metropolitan,4,7.8,1980000.0,2094973.1430175775,2310668.7619537883,2392343.7243077606,False
Camberwell,h,Southern Metropolitan,3,7.8,1861000.0,1458299.0433151252,1531833.2841097636,1661114.0540931108,False
Camberwell,h,Southern Metropolitan,2,7.8,1402000.0,1313654.3717835872,1204392.8014891567,1127686.40222973,False
Camberwell,h,Southern Metropolitan,3,7.8,1905000.0,1631401.6978803347,1730889.7519681957,1690301.2475915346,False
Camberwell,h,Southern Metropolitan,4,7.8,5020000.0,3109747.8797683297,3571315.4519912354,3545530.415069254,False
Camberwell,h,Southern Metropolitan,4,7.8,2990000.0,2415723.8112689573,2626642.730180056,2485961.8447368797,False
Camberwell,h,Southern Metropolitan,4,7.8,1855000.0,1942805.576436997,1640583.8989728203,1615393.624828384,False
Camberwell,h,Southern Metropolitan,4,7.8,1500000.0,1852120.7020949817,1623934.7368440204,1641482.79500628,False
Camberwell,u,Southern Metropolitan,3,7.8,835000.0,718528.57842865,756637.8718737041,796910.3165276656,False
Canterbury,h,Southern Metropolitan,5,9.0,3115000.0,2449133.014484356,2480030.4474320076,2529602.936071575,False
Canterbury,u,Southern Metropolitan,2,9.0,913000.0,663716.2637973069,610044.9506986439,656561.1393741658,False
Canterbury,h,Southern Metropolitan,4,9.0,2510000.0,2631032.792890671,2602091.665355821,3021581.7009130092,False
Canterbury,h,Southern Metropolitan,5,9.0,8000000.0,3587358.902645721,5369196.984007338,5241870.763216744,False
Canterbury,t,Southern Metropolitan,3,9.0,1775000.0,1646504.0477086722,1417138.2056770057,1581240.057678374,False
Canterbury,h,Southern Metropolitan,3,9.0,3725000.0,2225837.610335506,2548865.9350699857,2792330.9504603697,False
Carlton North,h,Northern Metropolitan,4,3.2,3450000.0,2113096.2923014914,2509424.3476343225,2522713.24817257,False
Carlton North,h,Northern Metropolitan,2,3.2,1290000.0,1005852.6255993055,1007633.8610056402,1039337.7980636879,False
Carlton North,h,Northern Metropolitan,3,3.2,1614500.0,1404509.6361795263,1316087.8497806315,1396472.4138466741,False
Carlton North,h,Northern Metropolitan,4,3.2,1550000.0,1768316.366193868,1686168.7168906555,1708595.0800589856,False
Carlton North,u,Northern Metropolitan,1,3.2,595000.0,451427.77390915493,514626.26542399824,500098.3757417227,False
Carlton North,h,Northern Metropolitan,3,3.2,1300000.0,1539403.3178617696,1390445.4198916415,1347918.0993409744,False
Carlton North,h,Northern Metropolitan,5,3.2,2450000.0,1931707.8003497093,2014636.6549535661,2063819.9569740705,False
Carnegie,t,Southern Metropolitan,4,11.4,1201000.0,1203034.7979978658,1114228.740501058,1160378.0538764554,False
Carnegie,u,Southern Metropolitan,2,11.4,635000.0,527267.291023218,534636.7133469904,539645.2247782091,False
Carnegie,h,Southern Metropolitan,2,11.4,1424000.0,1142326.2255664,1105643.5882008015,1248420.7694356495,False
Carnegie,u,Southern Metropolitan,1,11.4,285000.0,350531.71833923506,359107.1109132831,331883.38346677186,False
Carnegie,u,Southern Metropolitan,1,11.4,305000.0,298350.55119652796,316495.6201441039,306396.3194620037,False
Carnegie,u,Southern Metropolitan,3,11.4,1105000.0,1058262.2787248394,1001159.7642266015,1090943.5226390162,False
Carnegie,h,Southern Metropolitan,3,11.4,1200000.0,1128621.0725770076,1356578.9344641976,1293980.4995671632,False
Carnegie,u,Southern Metropolitan,3,11.4,945000.0,780941.1787201432,832453.8476193156,896425.7352151147,False
Carnegie,u,Southern Metropolitan,2,11.4,603000.0,627990.3342924232,552203.8598110506,527633.3699060312,False
Carnegie,h,Southern Metropolitan,3,11.4,1390000.0,1240917.3331661054,1408417.2391345296,1396338.5949526262,False
Carnegie,h,Southern Metropolitan,4,11.4,1667000.0,1541952.5831046843,1613217.011492367,1627485.8915840772,False
Carnegie,u,Southern Metropolitan,1,11.4,330000.0,315040.4164060122,328880.2343098719,319676.2820782628,False
Carnegie,u,Southern Metropolitan,3,11.4,577000.0,667799.5015568263,670175.4748302265,675936.0697946912,False
Caulfield,u,Southern Metropolitan,2,8.9,535000.0,678908.1257231196,570496.5871235244,571874.2105845808,False
Caulfield North,u,Southern Metropolitan,1,8.1,305000.0,336299.20619192376,333239.2017247948,344693.78573113447,False
Caulfield North,u,Southern Metropolitan,2,8.1,550000.0,579459.2759162309,572579.9277313371,583437.3352770358,False
Caulfield North,u,Southern Metropolitan,2,8.1,655000.0,599819.2595969717,591574.3119497355,579924.2580835033,False
Caulfield North,h,Southern Metropolitan,4,8.1,1300000.0,1825093.8886759263,1444669.4451831954,1408454.8785120547,False
Caulfield North,h,Southern Metropolitan,4,8.1,1700000.0,2208098.284994684,2171769.8506945083,2147589.2458273587,False
Caulfield North,u,Southern Metropolitan,2,8.1,575000.0,550201.6514811203,551453.9288758868,557496.9041851155,False
Caulfield North,u,Southern Metropolitan,2,8.1,742500.0,689302.7589664545,681007.7127419594,675997.4999697879,False
Caulfield South,t,Southern Metropolitan,3,9.3,1000000.0,1237533.3876034599,1142968.1936819975,1164724.5037198493,False
Caulfield South,h,Southern Metropolitan,2,9.3,1104000.0,1316656.6753185976,1152547.7334652117,1198600.8682364116,False
Caulfield South,u,Southern Metropolitan,2,9.3,630000.0,555277.1649772148,528521.6625050501,551301.058238356,False
Caulfield South,h,Southern Metropolitan,3,9.3,1350000.0,1342670.0950926954,1418921.6151916143,1379447.0347172047,False
Caulfield South,h,Southern Metropolitan,2,9.3,997000.0,1108617.5430008546,1071899.3976737529,1072474.0307049772,False
Caulfield South,u,Southern Metropolitan,2,9.3,490000.0,508180.3494917929,478499.95504085225,468071.5304149474,False
Chadstone,u,Southern Metropolitan,3,13.6,701000.0,797270.5232879915,744928.9968992318,702243.4343040688,False
Chadstone,t,Southern Metropolitan,3,13.6,905000.0,946776.00786934,825155.689948845,846818.172477533,False
Chadstone,u,Southern Metropolitan,3,13.6,988000.0,977092.1956162817,844009.5716476573,789391.4366995125,False
Chadstone,t,Southern Metropolitan,3,13.6,820000.0,805333.656680148,785719.3572682525,705669.0645277924,False
Clifton Hill,h,Northern Metropolitan,4,3.4,1825000.0,1872777.1371698214,1673115.8748174536,1716909.1920882699,False
Clifton Hill,h,Northern Metropolitan,3,3.4,1500000.0,1380053.7673821182,1493035.634649729,1497500.0147471693,False
Clifton Hill,u,Northern Metropolitan,2,3.4,641000.0,578592.0921574447,606108.9080850155,597085.6281561977,False
Clifton Hill,h,Northern Metropolitan,2,3.4,1250000.0,1135465.5051041336,1133803.3290426005,1106066.9171029043,False
Clifton Hill,h,Northern Metropolitan,3,3.4,1652500.0,1457926.627372298,1724798.4985169536,1704960.4209537976,False
Clifton Hill,h,Northern Metropolitan,2,3.4,1250000.0,1239336.476324646,1114562.1655369245,1130508.084632293,False
Clifton Hill,h,Northern Metropolitan,3,3.4,1660000.0,1398337.0691113542,1450540.8887736392,1614816.076678108,False
Clifton Hill,u,Northern Metropolitan,1,3.4,465000.0,355090.1145568814,382715.99723235966,386573.9566554698,False
Clifton Hill,h,Northern Metropolitan,2,3.4,700000.0,1314105.5864743767,1087178.22545751,1000267.1480367825,False
Clifton Hill,h,Northern Metropolitan,2,3.4,1000000.0,1321859.9572350981,1247691.391720029,1232213.4660892354,False
Clifton Hill,u,Northern Metropolitan,2,3.4,712000.0,554852.7517114956,605904.6711917465,590034.9462946401,False
Clifton Hill,h,Northern Metropolitan,2,3.4,1650000.0,926309.7547895804,1017512.4724494686,982551.4260902089,False
Coburg,u,Northern Metropolitan,2,7.8,495000.0,517250.6002927653,483430.62404840434,481630.06073928426,False
Coburg,h,Northern Metropolitan,2,7.8,930000.0,899449.8868300165,823407.0544238008,817247.8971639534,False
Coburg,t,Northern Metropolitan,2,7.8,781000.0,605756.7381998496,575606.1896563936,656306.9780630606,False
Coburg,h,Northern Metropolitan,3,7.8,995000.0,997190.7820806908,955988.0394928873,960758.5881892388,False
Coburg,h,Northern Metropolitan,2,7.8,677776.0,537508.8056030027,572168.5613895124,492884.8563719363,False
Coburg,h,Northern Metropolitan,3,7.8,790000.0,868618.8417784172,806106.9170448486,770385.9594037257,False
Coburg,t,Northern Metropolitan,4,7.8,680000.0,1530609.5726393347,905554.5144397215,772322.4821578678,False
Coburg,h,Northern Metropolitan,3,7.8,1180000.0,1125891.7606244527,1184646.2862919515,1253210.3565512947,False
Coburg,h,Northern Metropolitan,3,7.8,940500.0,931269.0868853853,926064.6207473354,903887.1047236496,False
Coburg,t,Northern Metropolitan,3,7.8,824000.0,724626.7768577861,755258.9209009253,725042.867276494,False
Coburg,h,Northern Metropolitan,2,7.8,941000.0,869855.2275064512,789403.2990839238,754057.999856043,False
Coburg,h,Northern Metropolitan,2,7.8,775000.0,848392.0363869466,806784.5616149926,790328.805340064,False
Coburg,h,Northern Metropolitan,3,7.8,985000.0,852771.3858605567,871300.7913416803,839741.5520494435,False
Coburg,h,Northern Metropolitan,3,7.8,1020000.0,949124.7816320492,941257.0457938272,929228.1484634449,False
Coburg,h,Northern Metropolitan,4,7.8,1500000.0,1167824.022799044,1177549.34875667,1017731.8343907475,False
Coburg,u,Northern Metropolitan,2,7.8,590000.0,512413.83357000025,504968.3210782355,481410.1119924172,False
Coburg,h,Northern Metropolitan,4,7.8,1005000.0,980354.7737342903,1056674.212253793,937755.4673972575,False
Coburg,h,Northern Metropolitan,4,7.8,901000.0,995942.0963037097,993245.2290067618,993471.3396280108,False
Coburg,h,Northern Metropolitan,3,7.8,990000.0,1142308.151798892,1013801.5251693642,1028916.2101147017,False
Coburg,h,Northern Metropolitan,6,7.8,1455000.0,1848221.6418356874,1717294.8779129612,1554476.003800288,False
Coburg,h,Northern Metropolitan,3,7.8,1250000.0,1148523.8379320274,1226787.4398713992,1031398.3131343105,False
Coburg,h,Northern Metropolitan,3,7.8,710000.0,784435.6127284245,792870.4870733963,726130.1006401653,False
Coburg,h,Northern Metropolitan,5,7.8,1790000.0,1556787.959633241,1459326.227171496,1507991.4525821179,False
Coburg,u,Northern Metropolitan,2,7.8,650000.0,593301.8464446157,523426.8664884093,554956.3467746392,False
Coburg,t,Northern Metropolitan,3,7.8,720000.0,821161.5776845218,827505.2166148379,757764.2857054279,False
Coburg,t,Northern Metropolitan,3,7.8,720000.0,821161.5776845218,827505.2166148379,757764.2857054279,False
Coburg North,h,Northern Metropolitan,4,9.2,1240000.0,889263.2979336128,888949.0785680369,900439.2170776663,False
Coburg North,h,Northern Metropolitan,3,9.2,875000.0,802654.1197296985,810520.4626882111,802231.187034827,False
Coburg North,h,Northern Metropolitan,3,9.2,887000.0,833562.3601029151,814572.1745358648,788294.9618342172,False
Coburg North,h,Northern Metropolitan,4,9.2,770000.0,876336.9131475682,811708.7951648494,804700.4721771211,False
Coburg North,u,Northern Metropolitan,2,9.2,330000.0,397113.0763449086,379422.0406379495,354195.8693584114,False
Collingwood,u,Northern Metropolitan,2,1.6,535000.0,606513.8229037374,562725.9414775633,486653.0448267441,False
Collingwood,t,Northern Metropolitan,3,1.6,1308000.0,961623.8325792685,1091209.818738008,1023586.1978121412,False
Collingwood,t,Northern Metropolitan,2,1.6,945000.0,1118419.303728281,947641.9942221493,912905.1292646226,False
Collingwood,u,Northern Metropolitan,1,1.6,550000.0,383458.27475752216,391349.88820653077,365758.01130653964,False
Collingwood,h,Northern Metropolitan,3,1.6,1309000.0,1170670.911068518,1172071.0131400663,1138227.03973938,False
Collingwood,h,Northern Metropolitan,3,1.6,1300000.0,1475601.7213283053,1426707.1548537465,1544834.801193212,False
Collingwood,h,Northern Metropolitan,2,1.6,888000.0,1042828.0302527656,1090344.7433438713,1053710.0585923379,False
Collingwood,u,Northern Metropolitan,3,1.6,1000000.0,1332102.2023377891,1178563.4838496344,1149433.8610172272,False
Cremorne,h,Northern Metropolitan,3,2.5,1350000.0,1421195.3410200966,1209762.956071161,1211856.6750293947,False
Cremorne,h,Northern Metropolitan,2,2.5,855000.0,926898.2336340292,913047.7898356155,887265.4164428206,False
Doncaster,h,Eastern Metropolitan,4,13.9,1480000.0,1363330.3599357377,1376362.5578550491,1335491.122617569,False
Doncaster,h,Eastern Metropolitan,4,13.9,1300000.0,1333391.7927918565,1342651.6118787169,1279153.410452662,False
Doncaster,h,Eastern Metropolitan,4,13.9,1400000.0,1300208.1048592073,1148437.9866209112,1175859.1768511622,False
Doncaster,h,Eastern Metropolitan,3,13.9,1542000.0,1389863.7846412852,1441840.07195535,1450141.9250134828,False
Doncaster,h,Eastern Metropolitan,4,13.9,1100000.0,1344612.3031987213,1372662.9673367443,1219718.5260533008,False
Doncaster,u,Eastern Metropolitan,2,13.9,782000.0,576231.8387651343,586254.7741728217,574369.5328037143,False
Doncaster,t,Eastern Metropolitan,4,13.9,1090000.0,978907.3959168236,936536.4114266235,1010696.0650577934,False
Doncaster,h,Eastern Metropolitan,3,13.9,1700000.0,1385448.5639392666,1390701.0953271077,1374096.6353376228,False
Doncaster,h,Eastern Metropolitan,3,13.9,1355000.0,1345759.739956919,1295975.9369003659,1345461.8537085715,False
Doncaster,h,Eastern Metropolitan,4,13.9,1880000.0,1485880.6435484032,1495630.952886445,1617709.6120571159,False
Doncaster,h,Eastern Metropolitan,4,13.9,1545000.0,1354620.430540105,1424194.4259619182,1416533.0624819049,False
Doncaster,h,Eastern Metropolitan,4,13.9,1955000.0,1591895.3736860033,1634963.1576953796,1764200.3659433038,False
Essendon,u,Western Metropolitan,2,8.0,440000.0,481919.5968134559,571014.7733106882,520681.5976422435,False
Essendon,h,Western Metropolitan,3,8.0,1700000.0,1460186.4223542835,1448123.2874664878,1511617.280822369,False
Essendon,h,Western Metropolitan,3,8.0,1070000.0,1006218.6376956344,955810.4641318643,961131.7770067832,False
Essendon,h,Western Metropolitan,2,8.0,745000.0,900603.8090064229,877858.6911688172,872567.375138691,False
Essendon,h,Western Metropolitan,4,8.0,1400000.0,978520.4109528984,1034196.0996657393,1015811.2921854865,False
Essendon,h,Western Metropolitan,3,8.0,1400000.0,1059136.4207355196,1121624.1001434068,1111694.961506865,False
Essendon,h,Western Metropolitan,5,8.0,2020000.0,1886533.1725543456,1968406.861532405,1815804.6663393143,False
Essendon,u,Western Metropolitan,1,8.0,325000.0,304454.48090204643,330288.82128642016,329248.0038274863,False
Essendon,h,Western Metropolitan,3,8.0,1400000.0,1167381.6613672823,1116677.0268153306,1167129.7347812112,False
Essendon,u,Western Metropolitan,2,8.0,700000.0,603654.9390357148,504640.86962918297,526534.2868957384,False
Essendon,h,Western Metropolitan,5,8.0,1652000.0,1569914.023049037,1601219.8889949007,1645505.6814559645,False
Essendon,h,Western Metropolitan,3,8.0,1131000.0,1168654.9482732555,1130898.905647133,1131667.8542550337,False
Essendon,h,Western Metropolitan,5,8.0,1607500.0,1691674.3217877208,1597685.3730617934,1742098.063682275,False
Essendon,u,Western Metropolitan,2,8.0,450000.0,450734.9172137576,397240.6792288214,440291.1326728933,False
Essendon,u,Western Metropolitan,1,8.0,310000.0,285585.445517603,336162.25899118365,311044.4432300587,False
Essendon,h,Western Metropolitan,3,8.0,1400000.0,1030818.8001367573,1076826.7809538627,1131008.859581422,False
Essendon,h,Western Metropolitan,4,8.0,1720000.0,1534985.1988235223,1482107.7527575137,1663434.9570898437,False
Essendon,h,Western Metropolitan,3,8.0,983000.0,990845.9734032091,1050958.5360156554,1056660.5024100437,False
Essendon,u,Western Metropolitan,1,8.0,330000.0,275895.1154635166,292654.5975702057,291779.78512663493,False
Essendon,t,Western Metropolitan,4,8.0,1162500.0,958886.5818633651,991303.5503594193,985953.1339588299,False
Essendon,u,Western Metropolitan,2,8.0,707000.0,582597.7977363776,576956.1086862008,593634.9072511779,False
Essendon,u,Western Metropolitan,3,8.0,700000.0,765157.2546933722,675271.7126039603,657385.2792806297,False
Essendon,u,Western Metropolitan,2,8.0,510000.0,590498.4974610227,529857.6923764767,552263.0716202552,False
Essendon,u,Western Metropolitan,2,8.0,610000.0,429752.7329353741,409148.8067871633,457010.2469656941,False
Essendon,h,Western Metropolitan,3,8.0,960000.0,1179119.1698295441,1075581.298623323,1039378.5214436877,False
Essendon,h,Western Metropolitan,1,8.0,350000.0,465158.2656354129,423674.18023993575,450966.74642065103,False
Essendon,u,Western Metropolitan,1,8.0,426500.0,310401.9642249395,330681.7331623883,341563.18307333894,False
Fairfield,u,Northern Metropolitan,2,5.8,676000.0,555733.1390556225,561215.3174679626,591803.7062231302,False
Fairfield,h,Northern Metropolitan,3,5.8,1500000.0,1359284.8201489127,1337112.6600824997,1385524.5177492641,False
Fawkner,h,Northern Metropolitan,3,12.4,700000.0,638035.5593599958,651888.6468643377,635301.4134801727,False
Fawkner,h,Northern Metropolitan,3,12.4,660000.0,596403.6469609967,547432.3946930929,563890.1027934983,False
Fawkner,h,Northern Metropolitan,3,12.4,741000.0,631912.6773583618,583600.8715118464,586064.1047855972,False
Fawkner,h,Northern Metropolitan,2,12.4,949500.0,663993.4858989596,674703.17639948,601630.8705458397,False
Fawkner,u,Northern Metropolitan,3,12.4,532000.0,652779.7917434027,560978.7610828923,532499.0963900099,False
Fawkner,h,Northern Metropolitan,3,12.4,698000.0,596946.5555870726,578571.7880713949,548958.9887633913,False
Fawkner,h,Northern Metropolitan,3,12.4,687000.0,665852.32589526,653217.0345239727,636081.2022889641,False
Fawkner,h,Northern Metropolitan,3,12.4,670000.0,558265.5688435686,539405.2010766399,540689.2400572455,False
Fawkner,h,Northern Metropolitan,3,12.4,1000000.0,685246.1971448957,630000.9788264247,658727.891488147,False
Fawkner,u,Northern Metropolitan,2,12.4,445000.0,403709.1615587521,369828.020412885,343904.57075589674,False
Fawkner,h,Northern Metropolitan,3,12.4,730000.0,585300.9588426139,613311.3235710934,583631.7358523494,False
Fawkner,h,Northern Metropolitan,2,12.4,725000.0,634451.2503656395,668133.8451039941,630838.8270495334,False
Fawkner,h,Northern Metropolitan,3,12.4,668000.0,591757.4088605884,555662.7824050215,529918.1956500827,False
Fawkner,u,Northern Metropolitan,2,12.4,328000.0,345814.7401070507,332256.15107257856,310977.558348323,False
Fawkner,t,Northern Metropolitan,3,12.4,543500.0,541156.9451698664,596644.4594019554,558931.0168719756,False
Fitzroy North,h,Northern Metropolitan,2,3.5,1200000.0,1232217.311351688,1207985.5101206554,1208985.362446021,False
Fitzroy North,u,Northern Metropolitan,1,3.5,330000.0,339856.5635076635,392778.1863457946,378959.96486278216,False
Fitzroy North,h,Northern Metropolitan,2,3.5,846000.0,1155816.0134878452,1175464.7630432064,1084188.0777480616,False
Fitzroy North,h,Northern Metropolitan,2,3.5,1345000.0,1211564.4694763187,1104326.2117654933,1185082.3928307488,False
Fitzroy North,h,Northern Metropolitan,2,3.5,1802500.0,1223996.499000202,1375947.0498534604,1277948.1734973656,False
Fitzroy North,h,Northern Metropolitan,2,3.5,1520000.0,995033.8773237364,1037587.0262867585,1064603.884491579,False
Fitzroy North,h,Northern Metropolitan,3,3.5,1625000.0,1431692.2823633554,1325368.280771904,1420883.451137554,False
Fitzroy North,h,Northern Metropolitan,3,3.5,2555000.0,1558762.507399785,1462946.64167338,1633421.2564333144,False
Fitzroy North,h,Northern Metropolitan,2,3.5,1055000.0,1129279.2465887126,1180324.0021449865,1112277.1211381021,False
Fitzroy North,h,Northern Metropolitan,1,3.5,950000.0,898761.8330601979,616306.0475128638,717638.1891385077,False
Flemington,h,Northern Metropolitan,2,4.4,1100000.0,970325.0008110685,904285.1266335417,903616.46532757,False
Flemington,h,Northern Metropolitan,3,4.4,1250000.0,1067880.3814304979,1157803.2298244534,1128177.7601059442,False
Flemington,h,Northern Metropolitan,2,4.4,953000.0,971187.8380334016,990773.4787904436,1003624.8605451249,False
Flemington,u,Northern Metropolitan,2,4.4,603000.0,540847.1028679027,542812.3422589169,582460.8953426215,False
Flemington,h,Northern Metropolitan,3,4.4,940000.0,1151193.872995209,1125529.7466229743,1089395.5889924166,False
Flemington,h,Northern Metropolitan,5,4.4,1550000.0,1548609.6713609577,1305229.7924153116,1192686.6883277916,False
Flemington,u,Northern Metropolitan,2,4.4,500000.0,472086.21446154034,462061.3381896507,459457.6671999923,False
Flemington,u,Northern Metropolitan,2,4.4,450000.0,419776.2173690169,433267.2042360349,432074.20039947657,False
Flemington,u,Northern Metropolitan,2,4.4,390000.0,437953.1924216072,429605.9157058718,388200.87295866135,False
Flemington,h,Northern Metropolitan,3,4.4,1205000.0,1009875.6610491019,1087871.5312876217,1037757.0557110256,False
Flemington,h,Northern Metropolitan,3,4.4,1085000.0,952599.6277459728,1020905.6822121068,961281.2800925483,False
Flemington,h,Northern Metropolitan,2,4.4,1060000.0,868044.9358978113,863040.0632943853,900477.4416126419,False
Flemington,h,Northern Metropolitan,3,4.4,917000.0,1039265.6770882074,1013618.2894177325,975161.0457620193,False
Footscray,u,Western Metropolitan,2,6.4,392500.0,418445.92014165607,417908.51874355687,393879.8788398662,False
Footscray,h,Western Metropolitan,3,6.4,1320000.0,986445.3764589841,909063.1178163533,931234.6590059826,False
Footscray,h,Western Metropolitan,2,6.4,885000.0,796504.7050903122,792874.6901694854,784186.7559161963,False
Footscray,t,Western Metropolitan,2,6.4,485000.0,480112.61527808546,437592.9397216491,405855.0388645058,False
Footscray,t,Western Metropolitan,3,6.4,760000.0,748073.7875740688,609720.4552562905,642239.4926468063,False
Footscray,h,Western Metropolitan,3,6.4,1375000.0,1063077.0295627099,1148987.9017729284,1141304.7683960365,False
Footscray,h,Western Metropolitan,3,6.4,1270000.0,1027277.670757401,997370.4471336493,1009479.6351969496,False
Footscray,h,Western Metropolitan,3,6.4,871000.0,842044.3040497449,880948.3291125691,897445.7488074622,False
Footscray,u,Western Metropolitan,2,6.4,360000.0,440690.62335408415,462514.097751377,430947.57879667846,False
Footscray,u,Western Metropolitan,1,6.4,315000.0,272882.02844436164,264563.94614484423,277545.8892013076,False
Footscray,h,Western Metropolitan,3,6.4,831000.0,887815.3665774766,837601.3270047135,810134.0269677095,False
Footscray,h,Western Metropolitan,2,6.4,882000.0,769558.3752443815,686916.6389803275,686018.5646688648,False
Footscray,h,Western Metropolitan,3,6.4,895000.0,905558.8682375292,951607.3017050783,985524.0687523333,False
Glen Huntly,u,Southern Metropolitan,1,10.4,260000.0,312513.66559521697,301634.3561299776,322662.49465839483,False
Glen Huntly,u,Southern Metropolitan,2,10.4,575000.0,767489.5400022422,638887.3362743283,627821.1360515973,False
Glen Iris,h,Southern Metropolitan,3,9.2,1452000.0,1355799.4528336641,1370541.0568948905,1352160.6083919539,False
Glen Iris,u,Southern Metropolitan,2,9.2,721000.0,755715.0593917122,666322.5678105486,703514.3565566492,False
Glen Iris,h,Southern Metropolitan,3,9.2,1800000.0,1642301.416911941,1648176.8963611687,1564810.4121226866,False
Glen Iris,t,Southern Metropolitan,3,9.2,1253000.0,1163659.9458506103,1113786.7092065285,1006949.0830082025,False
Glen Iris,h,Southern Metropolitan,5,9.2,1950000.0,2447202.9808709426,2475163.8041202873,2500032.97079142,False
Glen Iris,h,Southern Metropolitan,3,9.2,2085000.0,1794460.5319204647,1781085.6502586533,1735062.5607933924,False
Glen Iris,h,Southern Metropolitan,4,9.2,1760000.0,1950202.7836083826,2037830.4705902878,1968928.8713319602,False
Glen Iris,u,Southern Metropolitan,2,9.2,710000.0,724979.8492229806,662143.7750287103,710357.8618424949,False
Glen Iris,h,Southern Metropolitan,4,9.2,2340000.0,1981302.0559101873,1917096.9579609078,1935605.6769016727,False
Glen Iris,h,Southern Metropolitan,3,9.2,3310000.0,1944205.2464561877,2054575.8024394151,2087434.3304230159,False
Glen Iris,h,Southern Metropolitan,3,9.2,1601000.0,1448134.2108484586,1483351.4513983056,1535402.117740497,False
Glen Iris,t,Southern Metropolitan,2,9.2,797000.0,699975.0205371283,796508.095782991,773544.0088217257,False
Glen Iris,u,Southern Metropolitan,2,9.2,910000.0,747272.5036355546,673396.3957322625,726547.6461487024,False
Glen Iris,t,Southern Metropolitan,3,9.2,1315000.0,1106454.9055598332,1207958.7019008752,1091123.3937860893,False
Glenroy,h,Northern Metropolitan,3,13.0,683000.0,603438.5798785589,621538.1963381275,592682.7675775116,False
Glenroy,h,Northern Metropolitan,3,13.0,1158000.0,850933.9334923425,785793.5538629113,824211.0151230244,False
Glenroy,h,Northern Metropolitan,4,13.0,793000.0,737811.4569079034,766132.4242235682,767443.068842313,False
Glenroy,h,Northern Metropolitan,3,13.0,780000.0,662863.0039755643,631051.2560819782,628304.4324179096,False
Glenroy,t,Northern Metropolitan,2,13.0,420000.0,787296.3647182656,471883.17611429543,481280.68189439643,False
Glenroy,h,Northern Metropolitan,3,13.0,895000.0,694090.4287805719,722676.7857045579,750238.4746325705,False
Glenroy,h,Northern Metropolitan,3,13.0,885000.0,629086.0939169021,611719.0447597463,599634.3081310764,False
Glenroy,h,Northern Metropolitan,3,13.0,597500.0,582233.9298341206,604783.3770150141,602962.7791650873,False
Glenroy,h,Northern Metropolitan,3,13.0,690000.0,603808.2496846126,633488.816370336,603406.0407410632,False
Glenroy,h,Northern Metropolitan,3,13.0,822000.0,634537.9325860803,655179.1574615976,653340.1945857365,False
Glenroy,h,Northern Metropolitan,3,13.0,710000.0,596760.0778053043,610553.0292084415,584762.7901845465,False
Glenroy,h,Northern Metropolitan,3,13.0,730000.0,650984.2558316219,695987.7404503388,668848.1422358025,False
