ID,mjd,z,zErr,zWarning,cx,cy,cz,sciencePrimary,legacyPrimary,seguePrimary,segue1Primary,segue2Primary,bossPrimary,sdssPrimary,objID,mode,nChild,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,fiberMagErr_u,fiberMagErr_g,fiberMagErr_r,fiberMagErr_i,fiberMagErr_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,petroMagErr_u,petroMagErr_g,petroMagErr_r,petroMagErr_i,petroMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z,cModelMag_u,cModelMag_g,cModelMag_r,cModelMag_i,cModelMag_z,cModelMagErr_u,cModelMagErr_g,cModelMagErr_r,cModelMagErr_i,cModelMagErr_z,mRrCc_r,mRrCcErr_r,score,resolveStatus,calibStatus_u,calibStatus_g,calibStatus_r,calibStatus_i,calibStatus_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,p_cs,p_el,label
124,53062,0.01014017,6.597395E-6,0,-0.964958942460389,0.171692673000275,0.198433528930339,1,1,1,0,0,0,0,1237661811731529967,1,0,20.7455,19.89281,19.46315,19.59702,19.55091,0.08473472,0.02175398,0.02522071,0.03906645,0.09563548,21.22854,20.13281,19.82995,19.73344,19.62494,0.09156097,0.01900015,0.02318297,0.03449287,0.09622924,18.5985,18.02597,17.77427,17.87382,17.9287,0.101777,0.02651574,0.0239502,0.07152587,0.2387208,18.97235,18.08097,17.80259,17.74735,17.66833,0.05256241,0.01069727,0.01260145,0.01843986,0.06152317,18.50787,17.98862,17.61005,17.79272,17.56201,0.05448809,0.01091329,0.01301716,0.01869875,0.06312524,96.72619,2.154655,0.7530428,257,1,24577,24577,24577,24577,0.08359848,0.06513937,0.04506312,0.03348672,0.02490797,18.88876,18.01583,17.75752,17.71386,17.64342,0.551999986171722,0.172000005841255,1
125,53062,0.235988,4.134621E-5,0,-0.964168638279299,0.167468492867196,0.205750190414085,1,1,1,0,0,0,0,1237661812268531837,1,0,21.72749,20.37576,18.83154,18.2913,18.00027,0.1875203,0.0372315,0.02758218,0.0198135,0.03273704,22.20914,20.55153,19.11672,18.52554,18.20874,0.2290417,0.02206844,0.01174875,0.01054417,0.029888,21.04821,19.16699,17.81824,17.29842,16.94396,0.5396317,0.04225012,0.02791411,0.0237861,0.06215133,20.78632,19.1738,17.74707,17.16931,16.82634,0.1862572,0.01860235,0.009467796,0.008589322,0.02306442,21.04166,19.00408,17.74707,17.29136,16.87729,0.1835315,0.01853913,0.009467796,0.008567987,0.02305976,20.39037,0.2789646,0.7732744,257,1,24577,24577,24577,24577,0.0977608,0.07617456,0.0526972,0.03915967,0.0291276,20.68856,19.09762,17.69437,17.13015,16.79721,0.115000002086163,0.846000015735626,2
126,53055,0.4534383,2.194542E-4,0,-0.969047802017473,0.134105878432949,0.207272696645824,1,1,1,0,0,0,0,1237661812269318712,1,0,25.40302,22.03653,20.53732,19.81647,19.30977,0.8482288,0.08540824,0.03825307,0.02961955,0.06910469,24.81766,22.16843,20.62109,19.85571,19.32248,1.026882,0.09432949,0.03926145,0.03090854,0.07683579,20.43898,20.40444,19.17427,18.44437,18.42882,0.4789384,0.1841483,0.09355505,0.07558274,0.3135291,26.27687,20.72052,19.17493,18.39162,17.93218,1.257474,0.0719053,0.0296288,0.02278108,0.0603494,25.53624,20.59003,19.25528,18.36484,18.36138,0.7833812,0.08179486,0.03113961,0.02861635,0.07431663,18.55731,0.9256682,0.8099989,257,1,24577,24577,24577,24577,0.1366659,0.1064891,0.07366869,0.05474373,0.04071928,26.14021,20.61403,19.10126,18.33687,17.89146,0.14300000667572,0.60699999332428,2
127,53859,0.04503428,1.472751E-5,0,-0.514296363759956,-0.846389297268446,0.138291025351299,1,1,1,0,0,0,0,1237662635838079454,1,0,20.51093,18.69305,17.80681,17.42231,17.05219,0.04701793,0.02332276,0.01768943,0.02064477,0.0200779,20.42752,18.61163,17.76193,17.31928,16.99894,0.04082306,0.006712297,0.003871621,0.004378336,0.007929679,19.46875,17.76196,16.90003,16.50512,16.2167,0.06649035,0.007856207,0.006019666,0.00586167,0.01417086,19.54211,17.68417,16.81853,16.39525,16.08598,0.03779315,0.005765384,0.004310848,0.004294639,0.008194338,19.37825,17.68838,16.84976,16.43552,16.12194,0.03940142,0.005780641,0.004321634,0.004306341,0.008212807,10.11174,0.03076132,0.908783,257,24577,24577,24577,24577,24577,0.1723257,0.134275,0.09289081,0.06902783,0.05134402,19.36979,17.5499,16.72563,16.32623,16.03464,0.168999999761581,0.763000011444092,2
128,53119,0.1390881,1.130258E-5,0,-0.944803675070702,0.238035574505093,0.225133473395064,1,1,1,0,0,0,0,1237661068181307543,1,0,20.63764,19.50235,18.72153,18.13868,17.90871,0.05636476,0.03503617,0.07971948,0.02256113,0.02629122,20.65536,19.35756,18.54999,18.1722,17.86129,0.0484875,0.008833493,0.007430449,0.006681667,0.02076448,18.85096,17.75778,17.1203,16.81108,16.55099,0.06005428,0.0124743,0.0105439,0.01444448,0.04230819,18.8419,17.61536,16.91918,16.4824,16.22253,0.03203364,0.006849206,0.005528163,0.006064804,0.01519671,18.70696,17.58574,16.98023,16.61866,16.3307,0.03023849,0.006876954,0.005576749,0.006112303,0.01526716,15.91187,0.1011094,0.8918307,257,24577,24577,24577,24577,24577,0.05351031,0.04169487,0.02884432,0.02143442,0.01594327,18.78839,17.57367,16.89034,16.46096,16.20659,0.731000006198883,0.268999993801117,1
129,53062,0.1849212,7.747869E-6,0,-0.966549153579606,0.163985582170317,0.197209184762802,1,1,1,0,0,0,0,1237661811731726462,1,0,19.43266,18.56067,17.84411,17.40855,17.18856,0.03672393,0.01970248,0.01406912,0.01482504,0.02214589,19.86951,18.77697,18.09533,17.6535,17.41839,0.03612491,0.007455051,0.005993543,0.005820864,0.0145191,18.99814,17.81924,17.14021,16.76565,16.55934,0.05691557,0.01122782,0.009831126,0.01007661,0.02580496,18.81887,17.73274,17.04264,16.61308,16.36654,0.03082609,0.006296019,0.005301534,0.005318306,0.01212272,18.98889,17.71556,17.04387,16.71168,16.51242,0.03077324,0.00629565,0.005302361,0.005307975,0.01208279,14.87552,0.07970898,0.7803463,257,1,24577,24577,24577,24577,0.1204781,0.09387574,0.06494281,0.04825946,0.03589617,18.69839,17.63886,16.9777,16.56482,16.33065,0.216999992728233,0.609000027179718,2
130,53062,0.1764848,1.645237E-5,0,-0.966094182682708,0.172557329964841,0.19205727807619,1,1,1,0,0,0,0,1237661948637479041,1,0,21.35025,20.12116,19.10128,18.77005,18.45955,0.1180723,0.0268943,0.02661692,0.02470852,0.03410821,21.56316,20.20754,19.25686,18.78661,18.47374,0.1263392,0.0203246,0.01290623,0.01222822,0.03080645,19.61423,18.44043,17.55584,17.14462,16.88392,0.1437367,0.02434113,0.016092,0.01647137,0.04733809,19.62267,18.38631,17.542,17.08776,16.81322,0.07436652,0.01212875,0.008336144,0.008144822,0.02083422,19.47134,18.34765,17.52655,17.07486,16.75307,0.07363321,0.01210898,0.008376889,0.008250698,0.02134088,52.27498,0.6397151,0.7825542,257,24577,24577,24577,24577,24577,0.08562353,0.06671727,0.0461547,0.03429789,0.02551133,19.53705,18.31959,17.49585,17.05346,16.78771,0.323000013828278,0.483999997377396,0
131,53062,0.1685986,2.890658E-5,0,-0.963301356725161,0.167736161651079,0.209559242712003,1,1,1,0,0,0,0,1237661812805337331,1,0,21.42019,19.66047,18.40039,17.9727,17.74647,0.1517894,0.02435724,0.03017185,0.03152082,0.02847616,21.84384,19.87291,18.70195,18.19157,17.89528,0.178858,0.01453408,0.008817757,0.008206586,0.02439934,19.41033,18.32581,17.16269,16.6927,16.42676,0.1753524,0.02631917,0.01585926,0.01708184,0.05344597,20.06622,18.22198,17.02669,16.57376,16.23154,0.1260347,0.01081435,0.006790213,0.006500979,0.01821998,18.52895,18.20366,17.02669,16.66526,16.34455,0.1145989,0.01081303,0.006790212,0.006494526,0.01831642,24.93756,0.2263587,0.7706243,257,1,8193,24577,24577,24577,0.07687119,0.05989751,0.04143682,0.030792,0.02290359,19.98934,18.16208,16.98525,16.54296,16.20864,0.090999998152256,0.864000022411346,2
132,53055,0.1136428,2.590406E-5,0,-0.969267309887482,0.134898902251804,0.205725954013445,1,1,1,0,0,0,0,1237661812269318314,1,0,21.04108,19.18517,18.21242,17.81595,17.49696,0.08627173,0.02230665,0.01824272,0.01546469,0.02149376,21.26239,19.36666,18.36292,17.94214,17.57553,0.08798449,0.01058888,0.006051386,0.006662748,0.01777592,20.20918,18.38132,17.3953,16.99899,16.68056,0.1689545,0.01531516,0.01182484,0.01180905,0.03221536,20.20349,18.30612,17.30426,16.87996,16.51212,0.08267791,0.008630666,0.005963174,0.005960089,0.01394475,19.96586,18.2787,17.30426,16.9242,16.5796,0.09207817,0.008624776,0.005963174,0.005958148,0.01397074,11.94176,0.076869,0.8099989,257,1,24577,24577,24577,24577,0.1443342,0.1124643,0.07780225,0.05781541,0.04300404,20.05916,18.19366,17.22646,16.82214,16.46912,0.090999998152256,0.84799998998642,2
133,53859,0.1702079,1.200128E-5,0,-0.513585751497866,-0.846424079239114,0.140698095021186,1,1,1,0,0,0,0,1237662635838079473,1,0,21.06901,19.75982,18.90972,18.50877,18.16595,0.06733811,0.02559698,0.01917752,0.02163008,0.02591188,21.18213,19.68563,18.86398,18.40218,18.12486,0.06213997,0.01067887,0.009201461,0.006859539,0.02237259,20.20597,18.64199,17.77121,17.34075,17.1517,0.1626543,0.02156372,0.01425928,0.01786501,0.04091388,20.0481,18.54919,17.70017,17.25283,16.9817,0.06452364,0.01034646,0.007391816,0.00716613,0.01703792,20.32235,18.55884,17.70016,17.29811,17.10121,0.06406196,0.01034045,0.007391816,0.007163928,0.01701451,10.11863,0.08353467,0.908783,257,24577,24577,24577,24577,24577,0.1752644,0.1365648,0.09447491,0.07020499,0.05221961,19.87284,18.41262,17.6057,17.18263,16.92948,0.216999992728233,0.739000022411346,2
134,53119,0.1276113,2.706124E-5,0,-0.947428429483608,0.235533112641208,0.216572213951302,1,1,1,0,0,0,0,1237661950783324185,1,0,20.9508,18.83629,17.94862,17.57017,17.00323,0.08161738,0.01746479,0.01889806,0.01906497,0.01835391,21.28082,19.14504,18.07112,17.62204,17.24188,0.08574042,0.009411597,0.004992934,0.005776261,0.01068902,19.73904,17.76359,16.7104,16.2725,15.90807,0.1731704,0.01550183,0.01215098,0.01234637,0.02291644,19.74958,17.73807,16.66582,16.23656,15.82939,0.07270933,0.007366125,0.004722091,0.0047757,0.009485386,19.24711,17.72333,16.66586,16.26707,15.89413,0.07108199,0.007363959,0.004722092,0.004774428,0.009480271,12.86348,0.06068296,0.8129573,257,24577,24577,24577,24577,24577,0.06930197,0.05399963,0.03735669,0.02776002,0.02064836,19.68028,17.68407,16.62847,16.20881,15.80874,0.0430000014603138,0.893999993801117,2
135,53119,0.1237569,3.284409E-5,0,-0.947766672173897,0.235359377878899,0.215277259274813,1,1,1,0,0,0,0,1237661813340504182,1,0,21.68485,19.61287,18.6724,18.25231,17.86692,0.2954009,0.02654826,0.03227901,0.02302564,0.02849991,22.04025,19.92144,18.87522,18.43721,18.04604,0.3661945,0.01731028,0.01151513,0.02198439,0.03008834,20.54614,18.49059,17.41817,17.11164,16.70955,0.4611657,0.04129703,0.02301886,0.06150907,0.08088105,20.41994,18.35738,17.32259,16.89153,16.5042,0.1419114,0.01212132,0.007593207,0.008286301,0.01864405,20.33595,18.35865,17.32259,16.99287,16.63655,0.1485346,0.01211771,0.007593206,0.008279546,0.01860159,16.43561,0.1684048,0.7876098,257,1,24577,24577,24577,24577,0.06684056,0.05208171,0.03602989,0.02677407,0.01991499,20.3531,18.3053,17.28656,16.86476,16.48428,0.181999996304512,0.787999987602234,2
136,53119,0.1273738,2.464935E-5,0,-0.947125171802067,0.237740257986221,0.215484288688408,1,1,1,0,0,0,0,1237661813340438651,1,0,21.41793,19.53393,18.58161,18.24349,18.44549,0.1317874,0.04063486,0.02438717,0.02143914,0.07398686,21.77006,19.84623,18.8537,18.40659,18.48764,0.1520285,0.01478424,0.00962129,0.01021228,0.04961252,20.43081,18.41279,17.56194,17.19246,17.11676,0.2749125,0.01971958,0.01463182,0.01783436,0.05994705,20.2514,18.22844,17.3239,16.92299,16.95426,0.1198828,0.01065359,0.007484213,0.008041195,0.02537332,20.3782,18.27161,17.38157,17.0584,17.06186,0.1154786,0.01071712,0.007533652,0.008036785,0.02493051,24.58242,0.2466478,0.7815945,257,1,24577,24577,24577,24577,0.06458423,0.0503236,0.03481363,0.02587026,0.01924272,20.18682,18.17811,17.28909,16.89712,16.93501,0.0710000023245811,0.75,2
137,53119,0.1341357,2.42257E-5,0,-0.949949642664159,0.227107622217828,0.214517608444624,1,1,1,0,0,0,0,1237661813340700862,1,0,20.87135,18.9798,17.97048,17.59845,17.22687,0.09341028,0.0265221,0.01684566,0.01610248,0.02544916,21.20397,19.25651,18.18997,17.75101,17.38492,0.09488958,0.009365802,0.006212217,0.006450024,0.01196441,18.90029,17.66805,16.6149,16.20152,15.89547,0.131664,0.01970262,0.01240653,0.01507611,0.03410929,19.51826,17.66015,16.61203,16.17304,15.81942,0.06979291,0.007536416,0.00494992,0.005205456,0.01098507,18.27457,17.61282,16.61211,16.21992,15.94453,0.0650003,0.007534001,0.00494992,0.005204789,0.01096936,16.62568,0.09126352,0.7857704,257,1,24577,24577,24577,24577,0.07432856,0.05791631,0.04006623,0.02977351,0.02214602,19.44393,17.60224,16.57196,16.14327,15.79728,0.103000000119209,0.792999982833862,2
138,53119,0.04543067,1.338268E-5,0,-0.950165501947717,0.224789794531419,0.215997840690515,1,1,1,0,0,0,0,1237661813340766328,1,0,19.97707,18.11837,17.37441,16.98295,16.70598,0.04510853,0.02105829,0.01960136,0.01335203,0.02556255,20.29227,18.43493,17.54711,17.1512,16.82041,0.04620572,0.005993278,0.003870021,0.004412234,0.009415595,18.70028,16.90401,16.06468,15.66498,15.3679,0.07717264,0.008288349,0.006638563,0.007470691,0.01651745,18.64075,16.77726,15.92431,15.53394,15.23815,0.03408465,0.004514818,0.00348047,0.003673578,0.007158142,18.48496,16.7419,15.92811,15.53811,15.26215,0.03407815,0.004523527,0.003482854,0.003673438,0.00715628,21.56201,0.06320158,0.7944877,257,1,24577,24577,24577,24577,0.06421641,0.050037,0.03461536,0.02572292,0.01913313,18.57653,16.72722,15.88969,15.50822,15.21901,0.25,0.75,2
139,53055,0.1641933,1.77051E-5,0,-0.969146618344109,0.129588782190187,0.209670168795283,1,1,1,0,0,0,0,1237661949712269529,1,0,21.20366,20.03009,19.25433,18.96288,18.71696,0.117004,0.02712593,0.0262152,0.02622755,0.04214872,21.33156,20.16051,19.36847,19.01492,18.76282,0.1140152,0.01905033,0.01414157,0.01424169,0.0410691,19.11243,18.40698,17.72745,17.36794,17.20743,0.1009642,0.02298455,0.01310508,0.01961088,0.0669034,19.40888,18.36215,17.65484,17.30429,17.08494,0.06272572,0.01149687,0.009135269,0.009316827,0.02786751,19.06698,18.29459,17.65486,17.30583,17.07457,0.06081561,0.0114694,0.00913527,0.009379779,0.02862148,54.2122,0.7400155,0.7850282,257,24577,24577,24577,24577,24577,0.1518422,0.1183144,0.08184937,0.06082285,0.04524103,19.25704,18.24383,17.57299,17.24347,17.0397,0.481000006198883,0.444000005722046,0
140,54266,0.1084729,2.829514E-5,0,-0.567250068134789,-0.807798314505599,0.160278642628989,1,1,1,0,0,0,0,1237662636373246369,1,0,21.3358,19.47238,18.59034,18.19548,17.72898,0.08837883,0.02067374,0.01432936,0.01444519,0.02230176,21.26833,19.44495,18.42236,17.99897,17.61753,0.1006586,0.01113099,0.006017776,0.007287781,0.01550427,20.50324,18.45777,17.43653,17.01808,16.71184,0.2107193,0.01607839,0.01116165,0.01177223,0.02615017,20.27348,18.39454,17.36818,16.94675,16.56477,0.07906919,0.008871247,0.005985187,0.005863652,0.01184576,20.36957,18.37349,17.36818,16.95833,16.67764,0.07753593,0.008870319,0.005985187,0.005862609,0.01182313,6.2201,0.03263631,0.9620795,257,24577,24577,24577,24577,24577,0.1634966,0.1273954,0.08813155,0.06549119,0.04871341,20.10999,18.26715,17.28005,16.88126,16.51606,0.188999995589256,0.730000019073486,2
141,54266,0.1076431,2.716811E-5,0,-0.567582959210578,-0.807633507199219,0.159930305017072,1,1,1,0,0,0,0,1237662636373246329,1,0,21.34254,19.40133,18.51516,18.124,17.66688,0.08912246,0.02043401,0.01408837,0.01420697,0.02187244,21.35138,19.35707,18.34072,17.91418,17.54142,0.1083243,0.008657455,0.005372563,0.006435512,0.0143619,20.32364,18.24251,17.18701,16.77845,16.35075,0.2391616,0.01585846,0.009590401,0.0100427,0.02493168,20.17085,18.17873,17.15246,16.73178,16.35034,0.08019851,0.00822891,0.005565773,0.005466817,0.01097654,20.19445,18.17441,17.15246,16.75774,16.38292,0.07891874,0.008228805,0.005565773,0.005465468,0.01097313,6.527797,0.03177781,0.9620795,257,24577,24577,24577,24577,24577,0.1666543,0.1298559,0.08983373,0.06675609,0.04965427,20.00419,18.04887,17.06263,16.66502,16.30068,0.122000001370907,0.796000003814697,2
142,54266,0.1280998,2.919909E-5,0,-0.572997798613182,-0.804280568521585,0.157500126612786,1,1,1,0,0,0,0,1237662200434000118,1,0,21.77993,19.51168,18.42328,17.97334,17.55693,0.1394754,0.01976304,0.01443084,0.01611914,0.01954012,21.75006,19.47246,18.39057,17.93486,17.54834,0.09707247,0.01114209,0.007028812,0.006983628,0.01230188,20.70218,18.21802,17.18268,16.7209,16.39229,0.3844386,0.02066229,0.01492327,0.01434728,0.03035989,20.62619,18.28515,17.21009,16.76531,16.374,0.1178522,0.00857757,0.005765615,0.005737124,0.01199197,20.41349,18.21217,17.2101,16.7635,16.44006,0.1156349,0.008573198,0.005765614,0.005737292,0.01199615,7.388861,0.04109476,0.8818409,257,24577,24577,24577,24577,24577,0.1313661,0.1023596,0.07081188,0.05262081,0.03914022,20.49482,18.18279,17.13928,16.71269,16.33486,0.0540000014007092,0.91100001335144,2
143,53137,0.1247412,4.189621E-5,0,-0.541162710943472,-0.828141820100811,0.146027552483867,1,1,1,0,0,0,0,1237662635837292824,1,0,22.22629,19.81812,18.79116,18.32933,17.90065,0.1549702,0.01837826,0.01804553,0.01642179,0.02279184,21.96775,19.68475,18.61409,18.11558,17.73215,0.16089,0.01329518,0.006301862,0.005726256,0.01293491,19.78331,18.28802,17.2226,16.76975,16.37858,0.1636026,0.0222199,0.01444415,0.01394851,0.03170962,20.59452,18.31061,17.22399,16.73477,16.34979,0.1166584,0.01002579,0.006174521,0.005887153,0.01262695,18.34898,18.2879,17.22397,16.771,16.41427,0.09451586,0.01002591,0.00617452,0.005885625,0.01261968,6.755099,0.04267275,0.9574958,257,24577,24577,24577,24577,24577,0.1625959,0.1266936,0.08764606,0.06513041,0.04844506,20.43192,18.18392,17.13634,16.66964,16.30134,0.0,0.811999976634979,2
144,53137,0.05116936,1.242477E-5,0,-0.532029324798666,-0.828540157520345,0.174545137229423,1,1,1,0,0,0,0,1237662637984776662,1,0,20.22634,18.7535,18.20692,17.94569,17.63801,0.03813403,0.02273242,0.01691158,0.01233564,0.02263692,19.64616,18.32967,17.74394,17.40493,17.18404,0.02470268,0.005627794,0.00454125,0.004810491,0.01027208,18.36286,17.04239,16.46249,16.11612,15.91474,0.03124043,0.0050511,0.004429609,0.005050989,0.01335991,18.37907,17.08279,16.50756,16.17162,15.96425,0.01927322,0.004325679,0.003774387,0.00400062,0.008127248,18.3381,17.02742,16.4142,16.02743,15.79622,0.01924274,0.004371567,0.00383292,0.004072125,0.008306413,22.72794,0.06414892,0.9515414,257,24577,24577,24577,24577,24577,0.2646182,0.2061887,0.1426404,0.1059971,0.07884237,18.11445,16.8766,16.36492,16.06563,15.88541,0.263000011444092,0.578999996185303,2
145,53119,0.1269588,2.61379E-5,0,-0.950084774423782,0.222537566555585,0.218668591433771,1,1,1,0,0,0,0,1237661950783651981,1,0,21.03798,19.19571,18.17456,17.76543,17.40113,0.1032994,0.01749884,0.01556105,0.01282146,0.01619501,21.37718,19.40034,18.37815,17.92981,17.59564,0.1148713,0.01096633,0.006935951,0.006972858,0.01560076,19.35177,17.7213,16.76027,16.33586,16.09485,0.1423737,0.01495935,0.01001375,0.01087392,0.0298095,19.56129,17.54458,16.55481,16.10819,15.79247,0.07850801,0.007578447,0.005130655,0.005241305,0.01143913,19.07158,17.5485,16.60605,16.18611,15.96188,0.0771662,0.007658322,0.005171366,0.005272456,0.01153134,30.04672,0.1890759,0.7807804,257,24577,24577,24577,24577,24577,0.05545135,0.04320732,0.02989062,0.02221194,0.0165216,19.50584,17.50137,16.52492,16.08598,15.77595,0.0860000029206276,0.897000014781952,2
146,53062,0.07761601,6.262243E-6,0,-0.966000514190816,0.156614704679304,0.205705714216434,1,1,1,0,0,0,0,1237661812268793968,1,0,20.3237,19.27604,18.60843,18.33836,18.12198,0.05728985,0.01856528,0.02410374,0.02227676,0.03262812,20.5064,19.34377,18.79519,18.41547,18.17191,0.05733505,0.01013757,0.009424991,0.01025484,0.02922726,19.69363,18.36596,17.82884,17.44315,17.29519,0.1006744,0.0143671,0.01497399,0.01685759,0.05292765,19.58859,18.34394,17.78792,17.40832,17.18752,0.04827417,0.008222061,0.007609577,0.007860086,0.02282341,19.60036,18.33201,17.78793,17.41092,17.20325,0.06342176,0.008221138,0.007609578,0.007859833,0.02280696,23.97286,0.2314986,0.7780024,257,1,24577,24577,24577,24577,0.1439781,0.1121868,0.0776103,0.05767277,0.04289794,19.44461,18.23175,17.71031,17.35065,17.14462,0.200000002980232,0.486000001430511,0
147,53062,0.03988235,1.014138E-5,0,-0.965385111085378,0.163252513462084,0.203421248012552,1,1,1,0,0,0,0,1237661812268597355,1,0,19.11931,17.79311,17.16826,16.88593,16.64459,0.04693745,0.03000538,0.02178376,0.01325361,0.0215966,19.44547,17.95716,17.3395,16.99257,16.75985,0.02628842,0.004606058,0.003759227,0.003688046,0.009702303,17.71045,16.41198,15.83264,15.52247,15.27022,0.03092678,0.009508267,0.008461466,0.007782969,0.01578498,17.65149,16.23091,15.65537,15.31754,15.06158,0.01768275,0.003500305,0.003161206,0.003271152,0.007209327,17.50284,16.23305,15.71597,15.42346,15.14794,0.01785756,0.003525583,0.003187634,0.003300371,0.007297565,29.36334,0.0734963,0.7855479,257,1,24577,24577,24577,24577,0.1310712,0.1021298,0.07065293,0.0525027,0.03905236,17.52042,16.12878,15.58472,15.26504,15.02253,0.0799999982118607,0.800000011920929,2
148,53055,0.1127302,2.724839E-5,0,-0.969612487191231,0.13366734110998,0.204901602247085,1,1,1,0,0,0,0,1237661812269383775,1,0,21.07935,19.33672,18.37079,18.00471,17.65542,0.09629136,0.02776733,0.02027194,0.0152183,0.02504761,21.26412,19.53708,18.54392,18.15713,17.81001,0.09494942,0.01179337,0.007877502,0.007222578,0.02124445,20.39619,18.72417,17.71718,17.3449,16.98029,0.1802256,0.01716438,0.0115578,0.01296919,0.03702505,20.42689,18.66735,17.66432,17.27173,16.91411,0.08705263,0.009951117,0.00685245,0.006961698,0.01696116,20.22921,18.68132,17.66434,17.30477,16.93397,0.086121,0.009950242,0.006852451,0.006960088,0.01863561,9.84617,0.07363011,0.8125998,257,1,24577,24577,24577,24577,0.1522973,0.1186691,0.08209471,0.06100517,0.04537664,20.27459,18.54869,17.58223,17.21073,16.86874,0.125,0.781000018119812,2
149,53055,0.1121445,4.015775E-5,0,-0.969118834860597,0.139599670597241,0.203274730076273,1,1,1,0,0,0,0,1237661949175201845,1,0,20.34791,19.51997,18.76272,18.25968,18.11814,0.06023598,0.04635263,0.0209775,0.02634569,0.03246365,20.67627,19.68136,18.95376,18.45104,18.18542,0.06556668,0.01256211,0.01055528,0.009563749,0.02393705,19.25216,18.25718,17.50646,17.024,16.77135,0.1087851,0.01928659,0.0149492,0.0142488,0.04032771,19.3293,18.32994,17.55293,17.0886,16.78334,0.05058043,0.009841186,0.007603494,0.007174485,0.01690545,19.05293,18.12658,17.39127,16.87548,16.54867,0.05074146,0.009950803,0.007722226,0.007191697,0.01708793,33.98854,0.3735096,0.7821348,257,24577,24577,24577,24577,24577,0.175986,0.1371271,0.09486391,0.07049405,0.05243462,19.15331,18.19281,17.45807,17.0181,16.7309,0.171000003814697,0.600000023841858,2
150,53055,0.2125919,4.163809E-5,0,-0.969448265690731,0.139477007819684,0.201782616790698,1,1,1,0,0,0,0,1237661949175201945,1,0,23.20816,20.3618,18.94376,18.45757,18.15823,0.6464238,0.05023211,0.02175824,0.02662351,0.03303327,22.99519,20.55064,19.18047,18.65457,18.28106,0.4560322,0.02651071,0.01256083,0.009727223,0.02595845,21.00067,19.35008,17.91634,17.4217,17.06215,0.5531727,0.05850564,0.02331862,0.02223345,0.05571833,21.82178,19.21833,17.82574,17.30321,16.93154,0.4511594,0.02036298,0.009836001,0.008822788,0.01988962,21.44208,19.26407,17.82574,17.35445,17.01464,0.3164274,0.02035812,0.009836003,0.008820209,0.02064824,16.25405,0.2249506,0.7821348,257,24577,24577,24577,24577,24577,0.1829554,0.1425576,0.09862071,0.07328575,0.05451114,21.63883,19.07578,17.72711,17.22993,16.87702,0.034000001847744,0.861999988555908,2
151,51630,0.2138606,4.031544E-5,0,-0.837778850074094,0.545735994722821,-0.0172864812041569,1,1,1,0,0,0,0,1237648720142532891,1,0,22.6785,20.57042,19.16476,18.74523,18.31245,0.2391553,0.03177691,0.01797578,0.01684597,0.02829511,22.68532,20.51979,19.24778,18.72027,18.37474,0.2090582,0.02216717,0.01266303,0.009812985,0.03030871,19.89724,18.66516,17.66371,17.29358,17.19632,0.221153,0.04116745,0.01830017,0.02671436,0.09797394,20.43564,18.65154,17.46877,17.0,16.6685,0.1374764,0.0168857,0.009104448,0.008994458,0.02286507,19.59926,18.2714,17.46865,17.19421,17.02082,0.1044818,0.01670725,0.009104447,0.008960991,0.02265666,17.40906,0.2363115,0.8158818,257,24577,24577,24577,24577,24577,0.2536291,0.1976261,0.1367168,0.1015952,0.07556819,20.18201,18.45391,17.33205,16.8984,16.59294,0.25,0.485000014305115,0
152,54266,0.1253038,1.894043E-5,0,-0.562354608576802,-0.813332475043711,0.14915622431432,1,1,1,0,0,0,0,1237662199897522508,1,0,20.54864,18.6998,17.9826,17.66587,17.299,0.04755369,0.01508935,0.01564643,0.01544521,0.01833577,20.48497,18.72447,17.89923,17.55016,17.2683,0.03849024,0.005952867,0.005138552,0.005484256,0.01190429,19.59847,17.95731,17.11757,16.79073,16.45254,0.06228365,0.008730122,0.006740678,0.007246941,0.01607217,19.60743,17.85715,17.02694,16.6828,16.38504,0.03851651,0.006194103,0.004799823,0.005118925,0.009671813,19.3988,17.86539,17.03038,16.73093,16.36651,0.03990252,0.006200598,0.004802354,0.005125891,0.009672076,6.413212,0.02206039,0.9035372,257,24577,24577,24577,24577,24577,0.1544391,0.1203379,0.08324918,0.06186306,0.04601475,19.45299,17.73681,16.94369,16.62094,16.33903,0.0750000029802322,0.791999995708466,2
